Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score,
Canon,HJ40x18B IASD,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canon HJ40x18B IASD,TRUE,0.4117647059,
Angenieux,HR,50-500,T4,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-500mm Angenieux Anamorphic HR T4,TRUE,0.5161290323,
Angenieux,HR,7-81,T2.4,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7-81mm Angenieux HR T2.4,FALSE,0.7619047619,
Angenieux,HR,25-250,T3.5,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Angenieux HR T3.5,FALSE,0.7826086957,
Leitz,Hugo,18,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,18mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,21,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,21mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,24,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,24mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,28,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,28mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,35,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,35mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,50,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,50mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,75,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,75mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,90,T1.5,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,90mm Leitz Hugo T1.5 (LPL),FALSE,0.8181818182,
Leitz,Hugo,135,T1.9,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,,,,,,,,135mm Leitz Hugo T1.9 (LPL),FALSE,0.8260869565,
,Image Shaker,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Image Shaker,FALSE,1,
Canon,K-35,35,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 Anamorphic T1.3,TRUE,0.5185185185,
Canon,K-35,55,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 Anamorphic T1.3,TRUE,0.5185185185,
Canon,K-35,85,T1.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 Anamorphic T1.3,TRUE,0.5185185185,
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon K-35 T1.5 - TLS,FALSE,0.6666666667,
Canon,K-35,24,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.3 - TLS,FALSE,0.6666666667,
Canon,K-35,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon K-35 T1.5 - TLS,FALSE,0.6666666667,
Canon,K-35,35,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.3 - TLS,FALSE,0.6666666667,
Canon,K-35,35,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon K-35 T1.4 - TLS,FALSE,0.6666666667,
Canon,K-35,45,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon K-35 T1.5 - TLS,FALSE,0.6666666667,
Canon,K-35,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon K-35 T1.3 - TLS,FALSE,0.6666666667,
Canon,K-35,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.3 - TLS,FALSE,0.6666666667,
Canon,K-35,55,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon K-35 T1.4 - TLS,FALSE,0.6666666667,
Canon,K-35,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.3 - TLS,FALSE,0.6666666667,
Canon,K-35,85,T1.4,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon K-35 T1.4 - TLS,FALSE,0.6666666667,
Canon,K-35,18,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8 - TLS  (Doesn't cover Full Frame/Vista Vision),FALSE,0.8214285714,
Canon,K-35,24,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,24mm Canon K-35 T1.6 - TLS (Doesn't cover Full Frame/Vista Vision),FALSE,0.8214285714,
Canon,K-35,18,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8  (Doesn't cover Full Frame/Vista Vision),FALSE,0.8846153846,
Canon,K-35,25,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,25mm Canon K-35 T1.3 (Doesn't cover Full Frame/Vista Vision),FALSE,0.8846153846,
Canon,K-35,18,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it,,,,,,,,18mm Canon K-35 T1.5 - TLS  (Doesn't cover Full Frame/Vista Vision - Able to be split from set if this is the reason DP cant use it),FALSE,0.8952380952,
Kish,Kaleidoscope Lens,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kish Kaleidoscope Lens,FALSE,1,
Canon,L Series,100,F2.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Canon EF Macro F2.9 L Series IS USM,TRUE,0.5757575758,
Canon,L Series,24,F1.4,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF F1.4 L Series II USM,FALSE,0.6666666667,
Canon,L Series,35,F1.4,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon EF F1.4 L Series II USM,FALSE,0.6666666667,
Canon,L Series,85,F1.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF F1.2 L Series II USM,FALSE,0.6666666667,
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM IS,FALSE,0.6756756757,
Canon,L Series,24-70,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Canon EF Zoom F2.8 L Series II USM,FALSE,0.7058823529,
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series II USM,FALSE,0.7142857143,
Canon,L Series,100-400,F4.5,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100-400mm Canon EF Zoom F4.5 L Series IS USM,FALSE,0.7222222222,
Canon,L Series,70-200,F2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom F2.8 L Series I USM,FALSE,0.7352941176,
Canon,L Series,85,F1.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF F1.2 L Series,FALSE,0.8181818182,
Canon,L Series,14,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF T2.8 L Series,FALSE,0.8181818182,
Canon,L Series,24-70,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-70mm Canon EF Zoom T2.8 L Series,FALSE,0.8275862069,
Canon,L Series,70-200,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Canon EF Zoom T2.8 L Series,FALSE,0.8333333333,
Canon,L Series,50,T1.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon T1.2 L Series,FALSE,0.9,
Canon,L-Series,24,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon T1.4 L-Series,TRUE,0.5238095238,
Canon,L-Series,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon T1.4 L-Series,TRUE,0.5238095238,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: PINHOLE/ZONE PLATE OPTIC,TRUE,0.4444444444,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: SINGLE GLASS OPTIC,TRUE,0.5333333333,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Optic: Double Glass Optic,TRUE,0.5333333333,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY COMPOSER PRO OPTIC CANON,TRUE,0.5517241379,
Lensbaby,Lensbaby,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 35,FALSE,0.6666666667,
Lensbaby,Lensbaby,50,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 50,FALSE,0.6666666667,
Lensbaby,Lensbaby,80,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Sweet 80,FALSE,0.6666666667,
Lensbaby,Lensbaby,50,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Edge 50,FALSE,0.6923076923,
Lensbaby,Lensbaby,80,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro - Edge 80,FALSE,0.6923076923,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro PL,FALSE,0.7619047619,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: FISHEYE,FALSE,0.7619047619,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,LENSBABY OPTIC: PLASTIC,FALSE,0.7619047619,
Lensbaby,Lensbaby,2,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Composer Pro 2 PL,FALSE,0.7727272727,
Lensbaby,Lensbaby,35,,Special,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby EF Burnside - 35mm,FALSE,0.7826086957,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,USES SAME LENSES AS COMPOSER PRO,,,,,,,,Lensbaby Control Freak (USES SAME LENSES AS COMPOSER PRO),FALSE,0.8775510204,
Lensbaby,Lensbaby,2,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby 2.0,FALSE,1,
Lensbaby,Lensbaby,3,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby 3GPL,FALSE,1,
Lensbaby,Lensbaby,3,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,NO 1.6 or 0.6 lenses,,,,,,,,Lensbaby 3GPL (NO 1.6 or 0.6 lenses),FALSE,1,
Lensbaby,Lensbaby,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby - Edge 35,FALSE,1,
Lensbaby,Lensbaby,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Muse PL,FALSE,1,
Lensbaby,Lensbaby,60,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lensbaby Twist 60,FALSE,1,
Lomo,Lomo,35,T2.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Lomo T2.5,FALSE,1,
Lomo,Lomo,50,T2.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Lomo T2.4,FALSE,1,
Lomo,Lomo,75,T2.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Lomo T2.5,FALSE,1,
Lomo,Lomo,150,T3.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Lomo T3.6,FALSE,1,
Lomo,Lomo,300,T4.7,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Lomo T4.7,FALSE,1,
Lomo,Lomo,500,T6.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,500mm Lomo T6.9,FALSE,1,
Keslow,Low Angle Mirror,,,Special,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kes-Low Angle MIrror - DO NOT SUB W/O MANAGER APPROVAL,TRUE,0.4444444444,
Century,Low Angle Prism (1st Gen),1,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,1st Gen,,,,,,,,Century Low Angle Prism (1st Gen),TRUE,0.5,
Arri,LWZ-1,15.5-45,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5-45mm Arri LWZ-1 T2.6,FALSE,0.6363636364,
Arri,LWZ-2,15.5-45,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5-45mm Arri LWZ-2 T2.6,FALSE,0.6363636364,
Arri,Macro,50,T3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,50mm Arri Macro T3,FALSE,0.8666666667,
Arri,Macro,16,T2.1,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,16mm Arri Macro T2.1,FALSE,0.8823529412,
Arri,Macro,24,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,24mm Arri Macro T2.1,FALSE,0.8823529412,
Arri,Macro,32,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,32mm Arri Macro T2.1,FALSE,0.8823529412,
Arri,Macro,40,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,40mm Arri Macro T2.1,FALSE,0.8823529412,
Arri,Macro,100,T3.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Arri Macro T3.0,FALSE,0.8888888889,
Arri,Macro,200,T4.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,200mm Arri Macro T4.3,FALSE,0.8888888889,
Canon,Macro,25-120,T2.8,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,25-120mm Canon K-35 Macro  Zoom T2.8,FALSE,0.7666666667,
Cooke,Macro,85,T2.8,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,85mm Cooke Anamorphic 1.8x Macro Lens T2.8,TRUE,0.4444444444,
Cooke,Macro,65,T2.6,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,65mm Cooke Macro Anamorphic Lens T2.6,TRUE,0.5,
Cooke,Macro,60,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Cooke Macro FF T2.5,FALSE,0.8,
Cooke,Macro,90,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,90mm Cooke Macro FF T2.5,FALSE,0.8,
Cooke,Macro,150,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,150mm Cooke Macro FF T2.5,FALSE,0.8095238095,
Infinity,Macro,,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,Infinity Long Distance Macro Lens,TRUE,0.4482758621,
Leica,Macro,60,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Leica R Macro T2.9 - TLS/Cinescope,TRUE,0.4848484848,
Leica,Macro,100,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm LEICA R ELMARIT MACRO T2.9,FALSE,0.6296296296,
Leitz,Macro,66,T2.1,Prime,,LPL,Spherical,,,,,,,,,,,,,,,,,,,,LPL,Macro,,,,,,,66mm Leitz Hugo Macro T2.1 (LPL),FALSE,0.7037037037,
Lindsey,Macro,1,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,LINDSEY BRILLIANT MACRO 1 ASPHERIC OPTIC,TRUE,0.3714285714,
Lindsey,Macro,2,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,LINDSEY BRILLIANT MACRO 2 OPTIC,TRUE,0.4814814815,
Lindsey,Macro,3,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,LINDSEY BRILLIANT MACRO 3 OPTIC,TRUE,0.4814814815,
Master,Macro,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Master Macro T2.0,FALSE,0.9,
Scorpio,Macro,60,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Scorpio Anamorphic Macro T2.8,FALSE,0.6,
Zeiss,Macro,60,T3.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Zeiss Macro T3.0,FALSE,0.8888888889,
Zero Optik,Macro,60,T3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Leica R MACRO T3 - Zero Optik,FALSE,0.6666666667,
Zero Optik,Macro,100,T3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm Leica R MACRO T3 - Zero Optik,FALSE,0.6785714286,
,Macro,100,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,"TOKINA CINEMA AT-X 100MM MACRO T2.9 - MF12"" FD 85MM",TRUE,0.2857142857,
,Macro,90,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,90mm Kilfitt Macro,TRUE,0.4375,
,Macro,60,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm IB/E Raptor Macro T2.9,TRUE,0.4782608696,
,Macro,100,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,100mm IB/E Raptor Macro T2.9,TRUE,0.5,
,Macro,150,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,150mm IB/E Raptor Macro T2.9,TRUE,0.5,
,Macro,180,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,180mm IB/E Raptor Macro T2.9,TRUE,0.5,
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Standard Module - Front,TRUE,0.45,
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Standard Module - Front,TRUE,0.45,
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Standard Module - Front,TRUE,0.45,
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Standard Module - Front,TRUE,0.45,
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Standard Module - FRONT,TRUE,0.45,
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Standard Module - Front,TRUE,0.45,
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Standard Module - Rear,TRUE,0.4615384615,
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Standard Module - Rear,TRUE,0.4615384615,
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Standard Module - Rear,TRUE,0.4615384615,
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Standard Module - Rear,TRUE,0.4615384615,
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Standard Module - REAR,TRUE,0.4615384615,
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Standard Module - Rear,TRUE,0.4615384615,
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Standard Module - Front,TRUE,0.4634146341,
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Standard Module - Front,TRUE,0.4634146341,
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Standard Module - Front,TRUE,0.4634146341,
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Standard Module - Rear,TRUE,0.475,
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Standard Module - Rear,TRUE,0.475,
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Standard Module - Rear,TRUE,0.475,
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Flare Module - Front,TRUE,0.4864864865,
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Flare Module - Front,TRUE,0.5,
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Flare Module - Front,TRUE,0.5,
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Flare Module - Front,TRUE,0.5,
Arri,Master Anamorphic,28,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,35,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,40,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,50,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,60,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,75,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Master Anamorphic Flare Module - Rear,TRUE,0.5,
Arri,Master Anamorphic,100,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Master Anamorphic Flare Module - Rear,TRUE,0.5135135135,
Arri,Master Anamorphic,135,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Master Anamorphic Flare Module - Rear,TRUE,0.5135135135,
Arri,Master Anamorphic,180,,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Master Anamorphic Flare Module - Rear,TRUE,0.5135135135,
Arri,Master Anamorphic,28,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Master Anamorphic T1.9,FALSE,0.9166666667,
Arri,Master Anamorphic,35,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Master Anamorphic T1.9,FALSE,0.9166666667,
Arri,Master Anamorphic,40,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Master Anamorphic T1.9,FALSE,0.9166666667,
Arri,Master Anamorphic,50,T1.9,Prime,S35,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Master Anamorphic T1.9,FALSE,0.9166666667,
