Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name,Needs Review,Confidence Score,
Ironglass,CINE GOLD FLARE,28,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,28mm IronGlass CINE GOLD FLARE F3.5,FALSE,0.9333333333,
Ironglass,CINE GOLD FLARE,37,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,37mm IronGlass CINE GOLD FLARE F3.5,FALSE,0.9333333333,
Ironglass,CINE GOLD FLARE,58,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,58mm IronGlass CINE GOLD FLARE F3.5,FALSE,0.9333333333,
Ironglass,CINE GOLD FLARE,85,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,85mm IronGlass CINE GOLD FLARE F3.5,FALSE,0.9333333333,
Ironglass,CINE GOLD FLARE,135,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Gold,,,,135mm IronGlass CINE GOLD FLARE F3.5,FALSE,0.935483871,
Ironglass,CINE ORANGE FLARE,37,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,37mm IronGlass CINE ORANGE FLARE F3.5,FALSE,0.9375,
Ironglass,CINE ORANGE FLARE,58,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,58mm IronGlass CINE ORANGE FLARE F3.5,FALSE,0.9375,
Ironglass,CINE ORANGE FLARE,85,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,85mm IronGlass CINE ORANGE FLARE F3.5,FALSE,0.9375,
Ironglass,CINE ORANGE FLARE,135,F3.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,Orange,,,,135mm IronGlass CINE ORANGE FLARE F3.5,FALSE,0.9393939394,
Kowa,Cine Prominar,20,T2.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Kowa Cine Prominar T2.6 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,25,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm Kowa Cine Prominar T2.3 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,32,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,32mm Kowa Cine Prominar T2.3 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,40,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,40mm Kowa Cine Prominar T2.3 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,50,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Kowa Cine Prominar T2.3 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,75,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm Kowa Cine Prominar T2.3 TLS,TRUE,0.3703703704,
Kowa,Cine Prominar,100,T2.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Kowa Cine Prominar T2.6 TLS,TRUE,0.3928571429,
Canon,Cine-Servo,50-1000,T5.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-1000mm Canon Cine-Servo T5.0 CN20X50 KAS S,TRUE,0.3846153846,
Canon,Cine-Servo,17-120,T2.95,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-120mm Canon Cine-Servo T2.95 CN7X17 KAS S,TRUE,0.3947368421,
Canon,Cine-Servo,25-250,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Canon T2.9 Cine-Servo Zoom Lens,TRUE,0.5142857143,
Canon,Cine-Servo,15-120,T2.95-3.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-120mm Canon CINE-SERVO T2.95-3.9 Zoom Lens,TRUE,0.55,
Canon,Cinema Zoom,14.5-60,T2.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5-60mm Canon Cinema Zoom T2.6,FALSE,1,
Zeiss,Compact Prime Cp2,35,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Zeiss Compact Prime CP2 Super Speed T1.5,FALSE,0.8157894737,
Zeiss,Compact Prime Cp2,50,T1.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Compact Prime CP2 Super Speed T1.5,FALSE,0.8157894737,
Zeiss,Compact Prime Cp2,50,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,50mm Zeiss Compact Prime CP2 MACRO T2.1,FALSE,0.9393939394,
Zeiss,Compact Prime Cp2,100,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,135,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,15,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mm Zeiss Compact Prime CP2 T2.9,FALSE,1,
Zeiss,Compact Prime Cp2,18,T3.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Compact Prime CP2 T3.6,FALSE,1,
Zeiss,Compact Prime Cp2,21,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Zeiss Compact Prime CP2 T2.9,FALSE,1,
Zeiss,Compact Prime Cp2,25,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Zeiss Compact Prime CP2 T2.9,FALSE,1,
Zeiss,Compact Prime Cp2,25,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,28,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,35,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,50,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp2,85,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Zeiss Compact Prime CP2 T2.1,FALSE,1,
Zeiss,Compact Prime Cp3,18,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Zeiss Compact Prime CP3 XD T2.9,FALSE,1,
Zeiss,Compact Prime Cp3,21,T2.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Zeiss Compact Prime CP3 CD T2.9,FALSE,1,
Century,Compact Zoom,28-70,T3.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-70mm Century Compact Zoom T3.0,FALSE,1,
Zeiss,Compact Zoom,70-200,T2.10,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Zeiss Compact Zoom T2.10,FALSE,1,
Zeiss,Compact Zoom,70-200,T2.11,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Zeiss Compact Zoom T2.11,FALSE,1,
Zeiss,Compact Zoom,70-200,T2.12,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Zeiss Compact Zoom T2.12,FALSE,1,
Zeiss,Compact Zoom,70-200,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Zeiss Compact Zoom T2.9,FALSE,1,
Zeiss,Compact Zoom,70-200,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,70-200mm Zeiss Compact Zoom T2.9,FALSE,1,
Zeiss,Compact Zoom,15-30,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-30mm Zeiss Compact Zoom T2.9,FALSE,1,
Zeiss,Compact Zoom,28-80,T2.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-80mm Zeiss Compact Zoom T2.9,FALSE,1,
Century,Compact Zoom Lens,17-35,T3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-35mm Century Compact T3 Zoom Lens,TRUE,0.5483870968,
Second Reef,Coral,35,T2.8,Prime,FF,EF,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Second Reef Coral FF Anamorphic T2.8,FALSE,0.6,
Second Reef,Coral,50,T2.6,Prime,FF,EF,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Second Reef Coral FF Anamorphic T2.6,FALSE,0.6,
Second Reef,Coral,75,T2.8,Prime,FF,EF,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Second Reef Coral FF Anamorphic T2.8,FALSE,0.6,
Second Reef,Coral,90,T2.8,Prime,FF,EF,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm Second Reef Coral FF Anamorphic T2.8,FALSE,0.6,
Century,Double Asphere Attachment,4.5,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century 4.5mm Double Asphere Attachment,TRUE,0.2857142857,
Fuji,Ebc,19,T3.8,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,19mm Fuji EBC T3.8 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,24,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Fuji EBC T2.9 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,28,T2.1,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Fuji EBC T2.1 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,35,T2.1,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Fuji EBC T2.1 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,50,T1.4,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,50mm Fuji EBC T1.4 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,70,T2.2,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,70mm Fuji EBC T2.2 - Ancient Optics,FALSE,0.7586206897,
Fuji,Ebc,100,T2.9,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Fuji EBC T2.9 - Ancient Optics,FALSE,0.7666666667,
Fuji,Ebc,135,T2.7,Prime,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Fuji EBC T2.7 - Ancient Optics,FALSE,0.7666666667,
BAUSCH & LOMB,Ef,127,F1.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,127mm  BAUSCH & LOMB EF 5IN F1.9,TRUE,0.36,
Canon,Ef,28,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon T1.8 EF Series,FALSE,0.619047619,
Canon,Ef,14,T3.1,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon EF CN-E T3.1,FALSE,0.6842105263,
Canon,Ef,24,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF CN-E T1.5,FALSE,0.6842105263,
Canon,Ef,35,T1.5,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35MM Canon EF CN-E T1.5,FALSE,0.6842105263,
Canon,Ef,50,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50MM Canon EF CN-E T1.3,FALSE,0.6842105263,
Canon,Ef,85,T1.3,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85MM Canon EF CN-E T1.3,FALSE,0.6842105263,
Canon,Ef,135,T2.2,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135MM Canon EF CN-E T2.2,FALSE,0.7,
Canon,Ef,40,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Canon EF T2.8 STM,FALSE,0.7222222222,
Canon,Ef,24-105,T4,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-105mm Canon EF Zoom T4,FALSE,0.8571428571,
Canon,Ef,16-35,T2.8,Zoom,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,16-35mm Canon EF Zoom T2.8,FALSE,0.8636363636,
Canon,Ef,20,T2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.8,FALSE,0.8666666667,
Canon,Ef,20,T2.9,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.9,FALSE,0.8666666667,
Canon,Ef,85,T1.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon EF T1.8,FALSE,0.8666666667,
Canon,Ef,20,T2.10,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon EF T2.10,FALSE,0.875,
Petzval,Ef,58,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm Petzval Prime Lens BOKEH CONTROL ART BRASS - EF Mount,TRUE,0.3333333333,
Petzval,Ef,58,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm Petzval Prime Lens - EF Mount,TRUE,0.5714285714,
Petzval,Ef,85,,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Petzval Prime Lens - EF Mount,TRUE,0.5714285714,
Canon,Ef-S,24,F2.8,Prime,,EF,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon EF-S F2.8 STM,FALSE,0.7,
Optika,Elite,12,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm Optika/Elite T2.0,FALSE,0.85,
Optika,Elite,35,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Optika/Elite T1.3,FALSE,0.85,
,Elite,32,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Elite Anamorphic Prime T2.2,TRUE,0.5714285714,
,Elite,50,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Elite Anamorphic Prime T2.2,TRUE,0.5714285714,
,Elite,75,T2.2,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Elite Anamorphic Prime T2.2,TRUE,0.5714285714,
,Elite,100,T2.1,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Elite Anamorphic Prime T2.1,TRUE,0.5862068966,
,Elite,135,T2.5,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Elite Anamorphic Prime T2.5,TRUE,0.5862068966,
,Elite,24.5,T2.1,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5mm Elite Anamorphic Prime T2.1,FALSE,0.6,
,Elite,7,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,7mm Elite T1.3 Prime Lens,FALSE,0.7142857143,
,Elite,20,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Elite T1.3 Prime Lens,FALSE,0.7272727273,
,Elite,4.5,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5mm Elite T1.3 Prime Lens,FALSE,0.7391304348,
SIM,Ethereal,75,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm ETHEREAL 1:28,FALSE,0.625,
SIM,Ethereal,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm SIM ETHEREAL,FALSE,0.8666666667,
SIM,Ethereal,50,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm SIM ETHEREAL,FALSE,0.8666666667,
SIM,Ethereal,80,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm SIM ETHEREAL,FALSE,0.8666666667,
Angenieux,EZ-1,30-90,T2,Zoom,S35,,Spherical,,,,,,,,,,,,,,,,,,,,S35,,,,,,,,30-90mm Angenieux EZ-1 T2 - Rear (S35),FALSE,0.65625,
Angenieux,EZ-1,45-135,T3,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,45-135mm Angenieux EZ-1 T3 - Rear (FF),FALSE,0.65625,
Angenieux,EZ-1,30-90/45-135,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-90/45-135 Angenieux EZ-1 Front,FALSE,0.7,
Angenieux,EZ-2,15-40/22-60,,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-40/22-60 EZ-2 Front,TRUE,0.55,
Angenieux,EZ-2,22-60,T3,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,FF,,,,,,,,22-60mm Angenieux EZ-2 T3 - Rear (FF),FALSE,0.6451612903,
Angenieux,EZ-2,15-40,,Zoom,S35,,Spherical,,,,,,,,,,,,,,,,,,,,S35,,,,,,,,15-40mm Angenieux EZ-2 Rear (S35),FALSE,0.6551724138,
Canon,Fd,24-75,T2.9,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm/35-105 Canon FD Zoom T2.9 - Ancient Optics,FALSE,0.6279069767,
Canon,Fd,24-75,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,24-75mm Canon FD Zoom REAR - Ancient Optics,FALSE,0.6388888889,
Ancient Optics,Fd,35-105,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics,FALSE,0.6486486486,
Ancient Optics,Fd,35-105,,Zoom,,,Spherical,,,Ancient Optics,,,,,,,,,,,,,,,,,,,,,,,,,35-105mm Canon FD Zoom REAR - Ancient Optics,FALSE,0.6486486486,
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - Whitepoint Optics,TRUE,0.40625,
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - Whitepoint Optics,TRUE,0.40625,
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - Whitepoint Optics,TRUE,0.40625,
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - Whitepoint Optics,TRUE,0.40625,
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - Whitepoint Optics,TRUE,0.40625,
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Whitepoint Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - Whitepoint Optics,TRUE,0.4242424242,
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - GL Optics,TRUE,0.5416666667,
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - GL Optics,TRUE,0.5416666667,
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - GL Optics,TRUE,0.5416666667,
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.5 - GL Optics,TRUE,0.5416666667,
Canon,Fd,24,T1.6,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD T1.6 - GL Optics,TRUE,0.5416666667,
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2.1 - GL Optics,TRUE,0.5416666667,
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD T2.1 - GL Optics,TRUE,0.5416666667,
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD T1.3 - GL Optics,TRUE,0.5416666667,
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD T1.3 - GL Optics,TRUE,0.5416666667,
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - GL Optics,TRUE,0.56,
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - GL Optics,TRUE,0.56,
Canon,Fd,200,T2.8,Prime,,,Spherical,,,Gl Optics,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.8 - GL Optics,TRUE,0.56,
Canon,Fd,28,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD-SSC T2.1 - TLS,TRUE,0.5652173913,
Canon,Fd,35,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD-SSC T2.1 - TLS,TRUE,0.5652173913,
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD-SSC T2.9 - TLS,TRUE,0.5652173913,
Canon,Fd,24,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-SSC T2.9 - TLS,TRUE,0.5652173913,
Canon,Fd,55,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD-SSC T1.3 - TLS,TRUE,0.5652173913,
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-SSC T1.3 - TLS,TRUE,0.5652173913,
Canon,Fd,50,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon FD-L T1.3 - TLS,FALSE,0.619047619,
Canon,Fd,85,T1.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - TLS,FALSE,0.619047619,
Canon,Fd,18,T1.6,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Canon FD-X T1.6 - TLS,FALSE,0.619047619,
Canon,Fd,28,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD T2 - TLS,FALSE,0.6470588235,
Canon,Fd,135,T2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2 - TLS,FALSE,0.6666666667,
Canon,Fd,14,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.8 - TLS,FALSE,0.6842105263,
Canon,Fd,14,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,14mm Canon FD T2.9 - TLS,FALSE,0.6842105263,
Canon,Fd,20,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD T2.9 - TLS,FALSE,0.6842105263,
Canon,Fd,24,T1.5,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L Prime T1.5 - TLS,FALSE,0.6923076923,
Canon,Fd,100,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD T2.1 - TLS,FALSE,0.7,
Canon,Fd,200,T2.9,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,200mm Canon FD T2.9 - TLS,FALSE,0.7,
Canon,Fd,135,T2.1,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1 - TLS,FALSE,0.7,
Canon,Fd,135,T2.1,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon FD T2.1,FALSE,0.875,
Zero Optik,Fd,35,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon FD SSC Convex T2.2 - Zero Optik,TRUE,0.5,
Zero Optik,Fd,55,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,55mm Canon FD SSC Asph T1.3 - Zero Optik,TRUE,0.53125,
Zero Optik,Fd,28,T2.2,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,28mm Canon FD- SSC T2.2 - Zero Optik,TRUE,0.5862068966,
Zero Optik,Fd,20,T3.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,20mm Canon FD SSC T3.1 - Zero Optik,FALSE,0.6071428571,
Zero Optik,Fd,100,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,100mm Canon FD LTM T2.1 - Zero Optik,FALSE,0.6206896552,
Zero Optik,Fd,24,T1.6,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon FD-L T1.6 - Zero Optik,FALSE,0.6296296296,
Zero Optik,Fd,85,T1.3,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,85mm Canon FD-L T1.3 - Zero Optik,FALSE,0.6296296296,
Zero Optik,Fd,135,T2.1,Prime,,,Spherical,,,Zero Optik,,,,,,,,,,,,,,,,,,,,,,,,,135mm Canon nFD T2.1 - Zero Optik,FALSE,0.6666666667,
