Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Look,Use Case,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original Name
,,16mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,18 80/20 Partial Mirror,,,,,,,,16x18 - 80/20 Partial Mirror
,,18mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,14 Partial Mirror Frame,,,,,,,,18x14 Partial Mirror Frame
,,18mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,14 50/50 Partial Mirror,,,,,,,,18x14 - 50/50 Partial Mirror
,,18mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,14 80/20 Partial Mirror,,,,,,,,18x14 - 80/20 Partial Mirror
,,18mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,14 70/30 Partial Mirror,,,,,,,,18x14 - 70/30 Partial Mirror
,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,18 Partial Mirror Frame,,,,,,,,24x18 Partial Mirror Frame
,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,18 50/50 Partial Mirror,,,,,,,,24x18 - 50/50 Partial Mirror
Century,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Century Super Wide Low Angle Prism,,,,,,,,Century Super Wide Low Angle Prism
Century,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Century Low Angle Prism 1st Gen,,,,,,,,Century Low Angle Prism (1st Gen)
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Kes Low Angle MIrror DO NOT SUB W/O MANAGER APPROVAL,,,,,,,,Kes-Low Angle MIrror - DO NOT SUB W/O MANAGER APPROVAL
Arri,,16mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,16mm Arri Macro T2.1
Arri,,24mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,24mm Arri Macro T2.1
Arri,,32mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,32mm Arri Macro T2.1
Arri,,40mm,2.1,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,40mm Arri Macro T2.1
Arri,,50mm,3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,50mm Arri Macro T3
Zeiss,,60mm,3.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,60mm Zeiss Macro T3.0
,Kilfitt,90mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,90mm Kilfitt Macro
Arri,,100mm,3.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,100mm Arri Macro T3.0
Master,,100mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,100mm Master Macro T2.0
Arri,,200mm,4.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,200mm Arri Macro T4.3
,IB/E,60mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Raptor,,,,,,,,60mm IB/E Raptor Macro T2.9
,IB/E,100mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Raptor,,,,,,,,100mm IB/E Raptor Macro T2.9
,IB/E,150mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Raptor,,,,,,,,150mm IB/E Raptor Macro T2.9
,IB/E,180mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Raptor,,,,,,,,180mm IB/E Raptor Macro T2.9
TOKINA,Cine,100mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,"Macro; "" MA AT X MF12"""" FD 85MM""",,,,,,,,"""TOKINA CINEMA AT-X 100MM MACRO T2.9 - MF12"""" FD 85MM"""
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Infinity Long Distance Lens,,,,,,,,Infinity Long Distance Macro Lens
,,,7.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Revolution Lens System,,,,,,,,Revolution Lens System T7.5
Century,,,5.6,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Century Baby Periscope,,,,,,,,Century Baby Periscope T5.6
Century,,,4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Century S 2000 MK II Periscope,,,,,,,,Century S 2000 MK II Periscope T4
,,,5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Praxis Pure Reach Periscope,,,,,,,,Praxis Pure Reach Periscope T5
,,,,Prime,,PL,,,,Optex,,,,,,,,,,,,,,,,,Excellence Probe,,,,,,,,Optex Excellence Probe
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,P S Technik Skater Scope,,,,,,,,P+S Technik Skater Scope
,,,6.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Innovision Probe IIus,,,,,,,,Innovision Probe II Plus T6.3
,,,6.3,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Innovision Probe IIus LOW ANGLE PRISM,,,,,,,,Innovision Probe II Plus T6.3 - LOW ANGLE PRISM
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,InfiniProbe TS 160,,,,,,,,InfiniProbe TS-160
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T Rex Lens,,,,,,,,T-Rex Lens
Leica,R,5.5mm-20mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,5.5-20mm Leica - T-Rex
Leica,R,8mm-18mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,8-18mm Leica - T-Rex
Leica,R,17mm-36mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,17-36mm Leica - T-Rex
Leica,R,20mm-44mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,20-44mm Leica - T-Rex
Leica,R,32mm-70mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,32-70mm Leica - T-Rex
Leica,R,55mm-112mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,T ex,,,,,,,,55-112mm Leica - T-Rex
Canon,,18mm-35mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift T Rex,,,,,,,,18-35mm Canon Shift - T-Rex
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby 2.0,,,,,,,,Lensbaby 2.0
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby 3G,,,,,,,,Lensbaby 3GPL
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby 3GNO 1.6 or 0.6 lenses,,,,,,,,Lensbaby 3GPL (NO 1.6 or 0.6 lenses)
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Control Freak USES SAME LENSES AS COMPOSER PRO,,,,,,,,Lensbaby Control Freak (USES SAME LENSES AS COMPOSER PRO)
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro,,,,,,,,Lensbaby Composer Pro PL
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro 2,,,,,,,,Lensbaby Composer Pro 2 PL
,,,35,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro Sweet 35,,,,,,,,Lensbaby Composer Pro - Sweet 35
,,,50,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro Sweet 50,,,,,,,,Lensbaby Composer Pro - Sweet 50
,,,80,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro Sweet 80,,,,,,,,Lensbaby Composer Pro - Sweet 80
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Edge 35,,,,,,,,Lensbaby - Edge 35
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro Edge 50,,,,,,,,Lensbaby Composer Pro - Edge 50
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Composer Pro Edge 80,,,,,,,,Lensbaby Composer Pro - Edge 80
,,,60,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Twist 60,,,,,,,,Lensbaby Twist 60
Canon,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,LENSBABY COMPOSER PRO OPTIC CANON,,,,,,,,LENSBABY COMPOSER PRO OPTIC CANON
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Muse,,,,,,,,Lensbaby Muse PL
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,LENSBABY OPTIC: FISHEYE,,,,,,,,LENSBABY OPTIC: FISHEYE
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,LENSBABY OPTIC:ASTIC,,,,,,,,LENSBABY OPTIC: PLASTIC
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,LENSBABY OPTIC: SINGLE GLASS OPTIC,,,,,,,,LENSBABY OPTIC: SINGLE GLASS OPTIC
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Optic: Double Glass Optic,,,,,,,,Lensbaby Optic: Double Glass Optic
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,LENSBABY OPTIC: PINHOLE/ZONEATE OPTIC,,,,,,,,LENSBABY OPTIC: PINHOLE/ZONE PLATE OPTIC
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Creative Bokeh,,,,,,,,Lensbaby Creative Bokeh
,,35mm,,Prime,,EF,,,,Original Housing,,,,,,,,,,,,,,,,,Lensbaby Burnside,,,,,,,,Lensbaby EF Burnside - 35mm
Century,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Century Swing Shift System w/Lens Cover,,,,,,,,Century Swing Shift System w/Lens Cover
,Swing,14mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift,,,,,,,,14mm Swing Shift T2.8
Century,,18mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,18mm Century Swing Shift
Century,,20mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,20mm Century Swing Shift T2.8
Century,,20mm,3.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,20mm Century Swing Shift T3.2
Century,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,24mm Century Swing Shift
Century,,35mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,35mm Century Swing Shift
Century,,45mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,45mm Century Swing Shift
Century,,55mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,55mm Century Swing Shift
Century,,75mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,75mm Century Swing Shift
Century,,90mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,90mm Century Swing Shift
Century,,105mm,2.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,105mm Century Swing Shift T2.4
Century,,150mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,150mm Century Swing Shift
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,CCI Swing Shift with Lens Cover,,,,,,,,CCI Swing Shift with Lens Cover
,CCI,18mm,3.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,18mm CCI Swing Shift T3.8
,CCI,24mm,3.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,24mm CCI Swing Shift T3.8
,CCI,28mm,3.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,28mm CCI Swing Shift T3.8
,CCI,50mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,50mm CCI Swing Shift T4.0
,CCI,60mm,3.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,60mm CCI Swing Shift T3.5
,CCI,80mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,80mm CCI Swing Shift T2.8
,CCI,110mm,2.4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,110mm CCI Swing Shift T2.4
,CCI,120mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Swing Shift,,,,,,,,120mm CCI Swing Shift Macro T4.0
,CCI,135mm,5.6,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Swing Shift,,,,,,,,135mm CCI Swing Shift Macro T5.6
,CCI,150mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,150mm CCI Swing Shift
,Lustrar,100mm,9.2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Swing Shift,,,,,,,,100mm Lustrar Swing Shift T9.2
Canon,/Century,24mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,/Century Tilt Focus Lens,,,,,,,,24mm Canon/Century Tilt Focus Lens T4.0
Canon,/Century,45mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,/Century Tilt Focus Lens,,,,,,,,45mm Canon/Century Tilt Focus Lens T2.8
Canon,/Century,90mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,/Century Tilt Focus Lens,,,,,,,,90mm Canon/Century Tilt Focus Lens T2.8
Canon,,45mm,,Prime,,Canon EF,,,,Original Housing,,,,,,,,,,,,,,,,,TS E Tilt Shift Lens F2.8,,,,,,,,45mm Canon EF TS-E Tilt-Shift Lens F2.8
Arri,,24mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Tilt Focus Lens,,,,,,,,24mm Arri Tilt Focus Lens T4.0
Arri,,45mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Tilt Focus Lens,,,,,,,,45mm Arri Tilt Focus Lens T2.8
Arri,,90mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Tilt Focus Lens,,,,,,,,90mm Arri Tilt Focus Lens T2.8
ARRI,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Arri Shift and Tilt Bellows System,,,,,,,,Arri Shift and Tilt Bellows System
Arri,,18mm,3.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,18mm Arri Shift and Tilt T3.8
Arri,,20mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,20mm Arri Shift and Tilt T2.8
Arri,,24mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,24mm Arri Shift and Tilt T4.0
Arri,,28mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift & Tilt,,,,,,,,28mm Arri Shift & Tilt T2.8
Arri,,45mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,45mm Arri Shift and Tilt T2.8
Arri,,60mm,3.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift & Tilt,,,,,,,,60mm Arri Shift & Tilt T3.5
Arri,,80mm,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift & Tilt,,,,,,,,80mm Arri Shift & Tilt T1.9
Arri,,90mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,90mm Arri Shift and Tilt T2.8
Arri,,110mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,110mm Arri Shift and Tilt T2
Arri,,150mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Shift and Tilt,,,,,,,,150mm Arri Shift and Tilt T2.8
,SIM,40mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,ETHEREAL,,,,,,,,40mm SIM ETHEREAL
,SIM,50mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,ETHEREAL,,,,,,,,50mm SIM ETHEREAL
,ETHEREAL,75mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,1:28,,,,,,,,75mm ETHEREAL 1:28
,SIM,80mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,ETHEREAL,,,,,,,,80mm SIM ETHEREAL
Nikon,Nikkor,200mm,2.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,200mm Nikkor T2.0
Nikon,Nikkor,200mm,4.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro,,,,,,,,200mm Nikkor Macro T4.0
Nikon,Nikkor,300mm,2,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,300mm Nikkor T2
Nikon,Nikkor,300mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,300mm Nikkor T2.8
Canon,,300mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,300mm Canon T2.8
Zeiss,,300mm,3.0,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,300mm Zeiss T3.0
Canon,,400mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,400mm Canon T2.8
Nikon,Nikkor,400mm,2.8,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,400mm Nikkor T2.8
Nikon,Nikkor,400mm,4.0,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,400mm Nikkor T4.0 Anamorphic
Nikon,Nikkor,600mm,4,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,600mm Nikkor T4
Canon,,800mm,5.6,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,800mm Canon T5.6
Nikon,Nikkor,800mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,F5.6,,,,,,,,800mm Nikkor F5.6
,Clairmont,1000mm,4.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Lens,,,,,,,,1000mm Clairmont T4.5 Lens
Canon,,600mm,4.5,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,600mm Canon T4.5
Leica,R,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Leica Telephoto Front Module Long,,,,,,,,Leica Telephoto Front Module - Long
Leica,R,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Leica Telephoto Front Module Short,,,,,,,,Leica Telephoto Front Module - Short
Leica,R,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module Long,,,,,,,,Leica Telephoto Rear Module - Long
Leica,R,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module Medium,,,,,,,,Leica Telephoto Rear Module - Medium
Leica,R,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Leica Telephoto Rear Module Short,,,,,,,,Leica Telephoto Rear Module - Short
,,5mm-50mm,,Zoom,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,AIDA CS MOUNT CV 0550V VARIFOCAL F1.4,,,,,,,,5-50mm AIDA CS-MOUNT CV-0550V VARIFOCAL F1.4
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; LINDSEY BRILLIANT 1 ASPHERIC OPTIC,,,,,,,,LINDSEY BRILLIANT MACRO 1 ASPHERIC OPTIC
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; LINDSEY BRILLIANT 2 OPTIC,,,,,,,,LINDSEY BRILLIANT MACRO 2 OPTIC
,,,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; LINDSEY BRILLIANT 3 OPTIC,,,,,,,,LINDSEY BRILLIANT MACRO 3 OPTIC
,EASTMAN,178mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,KODAK AERO EKTAR F2.5,,,,,,,,178mm EASTMAN KODAK AERO EKTAR F2.5
SCHNEIDER,,150mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,KREUZNACH SYMMAR F5.6,,,,,,,,150mm SCHNEIDER KREUZNACH SYMMAR F5.6
Kowa,Cine,28mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass GOLD FLARE F3.5,,,,,,,,28mm IronGlass CINE GOLD FLARE F3.5
Kowa,Cine,37mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass GOLD FLARE F3.5,,,,,,,,37mm IronGlass CINE GOLD FLARE F3.5
Kowa,Cine,58mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass GOLD FLARE F3.5,,,,,,,,58mm IronGlass CINE GOLD FLARE F3.5
Kowa,Cine,85mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass GOLD FLARE F3.5,,,,,,,,85mm IronGlass CINE GOLD FLARE F3.5
Kowa,Cine,135mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass GOLD FLARE F3.5,,,,,,,,135mm IronGlass CINE GOLD FLARE F3.5
Kowa,Cine,20mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass AMBER FLARE F3.5,,,,,,,,20mm IronGlass CINE AMBER FLARE F3.5
Kowa,Cine,37mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass ORANGE FLARE F3.5,,,,,,,,37mm IronGlass CINE ORANGE FLARE F3.5
Kowa,Cine,58mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass ORANGE FLARE F3.5,,,,,,,,58mm IronGlass CINE ORANGE FLARE F3.5
Kowa,Cine,85mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass ORANGE FLARE F3.5,,,,,,,,85mm IronGlass CINE ORANGE FLARE F3.5
Kowa,Cine,135mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass ORANGE FLARE F3.5,,,,,,,,135mm IronGlass CINE ORANGE FLARE F3.5
Kowa,Cine,20mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F3.5,,,,,,,,20mm IronGlass CINE BLUE FLARE F3.5
Kowa,Cine,28mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F3.5,,,,,,,,28mm IronGlass CINE BLUE FLARE F3.5
Kowa,Cine,37mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F2.8,,,,,,,,37mm IronGlass CINE BLUE FLARE F2.8
Kowa,Cine,58mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F2,,,,,,,,58mm IronGlass CINE BLUE FLARE F2
Kowa,Cine,85mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F2,,,,,,,,85mm IronGlass CINE BLUE FLARE F2
Kowa,Cine,135mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,IronGlass BLUE FLARE F2.8,,,,,,,,135mm IronGlass CINE BLUE FLARE F2.8
,RODENSTOCK,165mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,MUNCHEN DOPPEL ANASTIGMAT EURYNAR 1:5 F=,,,,,,,,RODENSTOCK MUNCHEN DOPPEL ANASTIGMAT EURYNAR 1:5 F=165MM
,BAUSCH,127mm,,Prime,,EF,,,,Original Housing,,,,,,,,,,,,,,,,,& LOMB 5IN F1.9,,,,,,,,127mm  BAUSCH & LOMB EF 5IN F1.9
,BAUSCH,216mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,& LOMB 10 TESSAR F4.5,,,,,,,,216mm BAUSCH & LOMB 8X10 TESSAR F4.5
Laowa,,12mm,2.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Zero D,,,,,,,,12mm Laowa Zero-D T2.9
,T14,24mm,14,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Laowa Probe,,,,,,,,Laowa Probe - 24mm T14
Laowa,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Laowa Pro2be,,,,,,,,Laowa 24mm 2x Macro Pro2be
Laowa,,24mm,,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,Macro; Laowa Pro2be DIRECT VIEW ONLY,,,,,,,,Laowa 24mm 2x Macro Pro2be (DIRECT VIEW ONLY)
,,,,Prime,S35,PL,Anamorphic,2x,,Original Housing,,,,,,,,,,,,,,,,,Proteus Squeeze Prime,,,,,,,,Proteus 2x Squeeze S35 Anamorphic Prime
,,,,Prime,S35,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Nanmorph 1.5 Squeeze Prime,,,,,,,,Nanmorph 1.5 Squeeze S35 Anamorphic Prime
Laowa,,28mm,2,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Proteus Silver,,,,,,,,28mm Laowa Proteus Anamorphic T2 - (Silver)
Laowa,,28mm,2,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Proteus Silver Module,,,,,,,,28mm Laowa Proteus Anamorphic T2 - (Silver Module)
Laowa,,35mm,2,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Proteus Silver,,,,,,,,35mm Laowa Proteus Anamorphic T2 - (Silver)
Laowa,,35mm,2,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Proteus Silver Module,,,,,,,,35mm Laowa Proteus Anamorphic T2 - (Silver Module)
Laowa,,45mm,2,Prime,,PL,Anamorphic,,,Original Housing,,,,,,,,,,,,,,,,,Proteus Silver Flare,,,,,,,,45mm Laowa Proteus Anamorphic T2 - Silver Flare
