,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
,,65mm,2.5,"2' 2""",4.38 lbs,"4.7""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2022,Not currently in inventory,,
,,85mm,2.5,2’ 10”,3 lbs,4.7”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,105mm,2.5,"3' 4""",3.72,"5""",95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,135mm,3.2,2’ 11”,3.1 lbs,4.2”,95mm,PL,43.3mm,,9,"IBE 1.4X, IBE 2X",Yes (4pin Lemo),Attached to lens (mini rods),2018,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
,"Blackwing7
(Production, Binary & Skin Module)",17mm,1.9,,,,104mm,PL,53mm,,,,No,N/A,2024,*Some Blackwing7 Binaries are T1.8,,
Tribe,,20.7mm,1.9*,"7.5""",3.6 lbs,4.5”,104mm,PL,53mm,,14,,No,N/A,2020,,,
,,23.7mm,1.9,"14""",3.25 lbs,"4.5""",104mm,PL,53mm,,14,,No,N/A,2020,,,
,,27mm,1.9*,"13""",3.6 lbs,4.5”,104mm,PL,53mm,,14,,No,N/A,2020,,,
,,37mm,1.9*,18”,3.4 lbs,4.5”,104mm,PL,57mm,,14,,No,N/A,2020,,,
,,47mm,1.9*,17.5”,3.2 lbs,4.5”,104mm,PL,57mm,,14,,No,N/A,2020,,,
,,57mm,1.9*,19”,3.5 lbs,4.5”,104mm,PL,60mm,,14,,No,N/A,2020,,,
,,77mm,1.9*,26”,3.0 lbs,4.5”,104mm,PL,60mm,,14,,No,N/A,2020,,,
,,107mm,1.9*,29”,3.2 lbs,4.5”,104mm,PL,62mm,,14,,No,N/A,2020,,,
,,137mm,1.9*,32”,3.2 lbs,4.5”,104mm,PL,62mm,,14,,No,N/A,2020,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Tokina,Vista Primes,18mm,1.5,"17.7""",6.19 lbs,"7.17""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,21mm,1.5,"14""",5.42 lbs,"6.4""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,25mm,1.5,"13.8""",5.11 lbs,"5.55""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,29mm,1.5,"14""",5.25 lbs,"6.5""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,35mm,1.5,"16""",4.59 lbs,"5.15""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,40mm,1.5,"17.7""",5.22 lbs,"4.48""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,50mm,1.5,"19""",4.94 lbs,"5.71""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,65mm,1.5,"2' 3""",5.34 lbs,"6.3""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,85mm,1.5,"37.5""",5.05 lbs,"5.7""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,100mm Macro,2.9,"11.9""",2.88 lbs,"5.83""",95mm,PL,46.7mm,,9,,No,N/A,2024,Not currently in inventory,,
,,105mm,1.5,"3' 9""",5.93 lbs,"6.34""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,135mm,1.5,"4' 7""",6.88 lbs,"7.36""",114mm,PL,46.7mm,,9,,No,N/A,2019,Not currently in inventory,,
,,180mm,1.9,"4' 11""",7.47 lbs,"7.7""",114mm,PL,46.7mm,,9,,No,N/A,2022,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Tokina,Vista ONE Primes,18mm,1.5,"17.7""",6.19 lbs,"7.17""",114mm,PL,46.7mm,,9,,No,N/A,2019,Single coated version of the Vista Primes,,
,,21mm,1.5,"14""",5.42 lbs,"6.4""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,25mm,1.5,"13.8""",5.11 lbs,"5.55""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,29mm,1.5,"14""",5.25 lbs,"6.5""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,35mm,1.5,"16""",4.59 lbs,"5.15""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,40mm,1.5,"17.7""",5.22 lbs,"4.48""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,50mm,1.5,"19""",4.94 lbs,"5.71""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,65mm,1.5,"2' 3""",5.34 lbs,"6.3""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,85mm,1.5,"37.5""",5.05 lbs,"5.7""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,105mm,1.5,"3' 9""",5.93 lbs,"6.34""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,135mm,1.5,"4' 7""",6.88 lbs,"7.36""",114mm,PL,46.7mm,,9,,No,N/A,2019,,,
,,180mm,1.9,"4' 11""",7.47 lbs,"7.7""",114mm,PL,46.7mm,,9,,No,N/A,2022,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Vantage,Hawk MHX Primes,24mm,1.9,"2""",5.5 lbs,"5.59""",156,LPL,46mm,NO,,,No,N/A,2023,These focal lengths are anamorphic equivilent. Divide the number by 1.5 for the actual spherical number,,
,,28mm,1.9,"2""",6.2 lbs,"6.88""",136,LPL,46mm,NO,,,No,N/A,2023,,,
,,35mm,1.9,"2.5""",7.1 lbs,"7.99""",136,LPL,46.5mm,NO,,,No,N/A,2023,,,
,,45mm,1.9,"2""",6.2 lbs,"6.73""",136,LPL,47mm,NO,,,No,N/A,2023,,,
,,55mm,1.9,"2""",6.6 lbs,"7.16""",136,LPL,50.5mm,NO,,,No,N/A,2023,,,
,,65mm,1.9,"7""",4.6 lbs,"5.90""",120,LPL,50mm,NO,,,No,N/A,2023,,,
,,85mm,1.9,"11""",3.5 lbs,"5.51""",120,LPL,57.5mm,NO,,,No,N/A,2023,,,
,,105mm,1.9,"1' 2""",3.7 lbs,"5.51""",120,LPL,60mm,NO,,,No,N/A,2023,,,
,,135mm,1.9,"1' 9""",4.2 lbs,"5.51""",120,LPL,60mm,NO,,,No,N/A,2023,,,
,,180mm,1.9,"2' 4""",6.6 lbs,"6.65""",120,LPL,60mm,NO,,,No,N/A,2023,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Zeiss,Compact Prime (CP3),15mm,2.9,"12""",2 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,18mm,2.9,"12""",2 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,,,
,,21mm,2.9,"10""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,,,
,,25mm,2.1,"10""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,28mm,2.1,"10""",2 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,35mm,2.1,"12""",1.8 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,50mm,2.1,"18""",1.7 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,85mm,2.1,"3' 3""",2 lbs,"3.3""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,100mm,2.1,"2' 6""",2.2 lbs,"5""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,135mm,2.1,"3' 3""",2.5 lbs,"5""",95mm,PL / EF,43.4mm,,14,,Yes,N/A,2017,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Zeiss,Nano Prime,18mm,1.5,"9.8""",2.62 lbs,"4.4""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory - all lenses only available in RF mount at present. Will be available in additional mounts in the future.,,
,,24mm,1.5,"13.8""",1.93 lbs,"3.5""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory,,
,,35mm,1.5,"17.7""",1.92 lbs,"3.5""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory,,
,,50mm,1.5,"19.7""",2.04 lbs,"3.5""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory,,
,,75mm,1.5,"29.5""",2.48 lbs,"4.4""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory,,
,,100mm,1.5,"39.4""",2.77 lbs,"4.4""",95mm,RF,43.4mm,NO,,,Yes,N/A,2024,Not currently in inventory,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Notes,,
Zeiss,Supreme Prime,15mm,1.8,"14""",4.94 lbs,"5.9""",114mm,PL,46.3mm,,16,,Yes,N/A,2021 (tentative),,,
,,18mm,1.5,"14""",5 lbs,"6.4""",114mm,PL,46.3mm,,16,,Yes,N/A,2020,,,
,,21mm,1.5,"14""",3.54 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,,,
,,25mm,1.5,"10""",3.13 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,29mm,1.5,"13""",3.55 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,35mm,1.5,"13""",3.09 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,40mm,1.5,"17""",3.28 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2020,,,
,,50mm,1.5,"18""",2.69 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,65mm,1.5,2',3.59 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,,,
,,85mm,1.5,"2' 9""",3.13 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,100mm,1.5,"3' 9""",3.74 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2018,,,
,,135mm,1.5,"4' 6""",5 lbs,"5.7""",114mm,PL,46.3mm,,16,,Yes,N/A,2019,,,
,,150mm,1.8,5',5 lbs,"5.7""",114mm,PL,46.3mm,,16,,Yes,N/A,2019,,,
,,200mm,2.1,"6' 6""",6.33 lbs,"7.2""",114mm,PL,46.3mm,,16,,Yes,N/A,2020,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Zeiss,Supreme Prime Radiance,18mm,1.5,"14""",5 lbs,"6.4""",114mm,PL,46.3mm,,16,,Yes,N/A,2021,N/A,,
,,21mm,1.5,"14""",3.54 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,25mm,1.5,"10""",3.13 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,29mm,1.5,"13""",3.55 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,35mm,1.5,"13""",3.09 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,40mm,1.5,"17""",3.28 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2021,N/A,,
,,50mm,1.5,"18""",2.69 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,65mm,1.5,2',3.59 lbs,"4.8""",95mm,PL,46.3mm,,16,,Yes,N/A,2021,N/A,,
,,85mm,1.5,"2' 9""",3.13 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,100mm,1.5,"3' 9""",3.74 lbs,"4.7""",95mm,PL,46.3mm,,16,,Yes,N/A,2019,N/A,,
,,135mm,1.5,"4' 6""",5 lbs,"5.7""",114mm,PL,46.3mm,,16,,Yes,N/A,2021,N/A,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Ancient Optics,Angenieux 6x,33-198mm,4.9,"3' 1""",18.06 lbs,,136mm,PL,FF,,,,No,,,,,
,Phēnix,28-70mm,2.7,"21""",3.5 lbs,,110mm,PL,FF,,,,No,,2024,N/A,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
ARRI,Signature Zoom,16-32mm,2.8,"1'6""",7.05 lbs,"8.35""",156mm,LPL,46mm,NO,11,None,Yes,,2021,N/A (No motor bracket),,
,,24-75mm,2.8,"2'6""",8.18 lbs,"9.61""",114mm,LPL,46mm,NO,11,None,Yes,26.50mm,2022,N/A (No motor bracket),,
,,45-135mm,2.8,"3'4""",8.15 lbs,"11.81""",114mm,LPL,46mm,NO,11,None,Yes,27mm,2021,N/A (No motor bracket),,
,,65-300mm,2.8,6',17.85 lbs,"16.54""",156mm,LPL,46mm,NO,11,ARRI 1.7x Signature Extender,Yes,,2021,N/A (No motor bracket),,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Angenieux,Optimo Ultra 12:1,36-435mm,4.2,5',28.1 lbs,"20.6""",162mm,PL,46.3mm,,9,"Ang 1.4x*, Ang 2x* (*Ang Extenders reduce coverage to S35), IBE VV 2x",Yes,Attached to lens,2017,,Converted from 24-290mm 35mm format,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Angenieux,Optimo Ultra Compact,21-56mm,2.9,2',5.7 lbs,"9.3""",114mm,PL,46.3mm,,,,Yes,,,N/A (No motor bracket),,
,,37-102mm,2.9,2',5.7 lbs,"9.25""",114mm,PL,46.3mm,,,,Yes,,2022,N/A (No motor bracket),,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Angenieux,Type EZ,22-60mm,3,2',4.6 lbs,"8.3""",114mm,PL,46mm,,9,,No,,2017,N/A (No motor bracket),Converted from 15-40mm 35mm format,
,,45-135mm,3,2',4.5 lbs,"8.9""",114mm,PL,46mm,,9,,No,,2017,N/A (No motor bracket),Converted from 30-90mm 35mm format,
,,68-250mm,3.5 - 4.5,4',5.7 lbs,"10.4 """,114mm,PL,46mm,,,,No,,2023,N/A (No motor bracket),,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,Expander,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes
Canon,Cine-Servo,"15-120mm / 
22.5-180mm
(Must use 
built-in Extender
for Full Frame)",2.95-3.95,2.8',7.5 lbs,"11.6""",114mm,PL,"FF (only when using 
built-in extender)",,11,Built In: 1.5x,N/A,Cooke/i,,,,"Servo handle attached, includes built in extender. FF only available by using built-in extender"
,,"25-250mm / 
37.5-375mm
(Must use 
built-in Extender
for Full Frame)",2.95-3.95,4',6.7 lbs,"10.4""",114mm,PL,"FF (only when using 
built-in extender)",,11,Built In: 1.5x,N/A,Cooke/i,,,,"Servo handle attached, includes built in extender. FF only available by using built-in extender"
,,"50-1000mm / 
75-1500mm
(Must use
built-in Extender
for Full Frame)",5.0 - T8.9,11.5',14.55 lbs,"15.95""",136mm,PL,"FF (only when using 
built-in extender)",,11,Built In: 1.5x,N/A,Cooke/i,,2018,,"Servo handle attached, includes built in extender. FF only available by using built-in extender"
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Canon,FD Zoom GL Optics Rehoused,35-105,3.7,"2' 9""",2.75 lbs,,136mm,PL,FF,,,,,,,,,
,,50-300mm,4.9,6',12 lbs,,136mm,PL,FF,,,,,,,,Not currently in inventory,
,,,,,,,,,,,,,,,,,,
Canon,FD Zoom Century Rehoused,150-600mm,6.7,10',13 lbs,,125mm,PL,FF,,,,,,,,Not currently in inventory,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Canon,FD Zoom Multi-Format Ancient Optics Rehoused,35-105mm,3.7,"2' 9""",5.9 lbs,,125mm,PL,FF,,,,No,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Cooke,Cooke Varotal/i Full Frame,19-40mm,2.9,2',7.7 lbs,"9""",114mm,PL,46.31mm,,9,,Yes,,2022,N/A (No motor bracket),Not currently in inventory,
,,30-95mm,2.9,"2' 8""",8.8 lbs,"10""",114mm,PL,46.31mm,,9,,Yes,,2022,N/A (No motor bracket),Not currently in inventory,
,,85-215mm,2.9,5',8.8 lbs,"10""",114mm,PL,46.31mm,,9,,Yes,,2022,N/A (No motor bracket),Not currently in inventory,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
DZO Film,Catta Ace,18-35mm,2.9,"1' 8""",4.07 lbs,"7.07""",80mm,PL / EF / LPL,43.5mm,,16,,No,,2024,N/A (No bracket),Not currently in inventory,
,,35-80mm,2.9,"2' 5""",3.6 lbs,"7.07""",80mm,PL / EF / LPL,46.5mm,,16,,No,,2024,N/A (No bracket),,
,,70-135mm,2.9,"2' 6""",3.76 lbs,"7.07""",80mm,PL / EF / LPL,46.5mm,,16,,No,,2024,N/A (No bracket),,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
FUJINON,Duvo,36-450mm (with 1.5x Extender),4.2,4',6.5 lbs,"10.6""",114mm,PL,FF,,,N/A,Yes,,2024,N/A (No bracket),Has built in servo motor that requires power.,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
FUJINON,Premista,19-45mm,2.9,2',7.27 lbs,"8.9""",114mm,PL,46.3mm,,13,,Yes,22mm,2020,N/A (No bracket),Lens has LDS on both PL mount and 4 pin Lemo connector on top of lens.  Connector is removeable and usually kept in CC Lens Department Cabinet,
,,28-100mm,2.9,2’8”,8.4 lbs,10”,114mm,PL,46.3mm,,13,,Yes,22mm,2019,N/A (No bracket),Lens has LDS on both PL mount and 4 pin Lemo connector on top of lens.  Connector is removeable and usually kept in CC Lens Department Cabinet,
,,80-250mm,2.9,"4'11""",8.4 lbs,10”,114mm,PL,46.3mm,,13,,Yes,22mm,2019,N/A (No bracket),Lens has LDS on both PL mount and 4 pin Lemo connector on top of lens.  Connector is removeable and usually kept in CC Lens Department Cabinet,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Keslow,Renaissance,27-128mm,3.6,"2' 3""",13.5 lbs,"14""",136mm,PL,43mm,,6,,No,,2022,,Keslow made. Based on 17-80mm Angenieux Zoom,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Laowa,Ranger Zooms,16-30mm,2.9,"13""",1.75 lbs,"4.22""",80mm,PL,43.2mm,,11,,No,,2024,,Not currently in inventory,
,,28-75mm,2.9,"1' 7""",3.17 lbs,"7""",80mm,PL,43.2mm,,11,,No,,2023,,Accepts 77mm threaded filters,
,,75-180mm,2.9,"2' 7""",2.95 lbs,"7.5""",80mm,PL,43.2mm,,11,,No,,2023,,Accepts 77mm threaded filters,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Leitz,Leitz Zoom,25-75mm,2.8,3',8.2 lbs,"10.5""",114mm,PL,46.5mm,,15,,No,,2021,N/A (No motor bracket),,
,,55-125mm,2.8,"3' 5""",9.7 lbs,"11.02""",114mm,PL,46.5mm,,21,,No,,2021,N/A (No motor bracket),,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Leitz,Vario-Apo-Elmarit-R,70-180mm,3,"5' 3""",4.2 lbs,"7.5"" - 7.9""",80mm,PL,43mm,,8,"IBE 1.4X, IBE 2X, Ang 1.4X, Ang 2X, Century 2X, Optex 2X",No,38mm,,N/A (No motor bracket),Telescoping,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
MasterBuilt,Zoom,13-26mm,3.2,"12""",3.54 lbs,"4""",114mm,LPL,,NO,9,,,,,,,
,,27-60mm,2.9,"11""",4.2 lbs,,114mm,PL,,,,,No,,,,,
,,25-75mm,4,,,,,PL,,,,,No,,,,"Possible one-off lens, specs unavailable",
,,25-125mm,3.2,"27""",11.6 lbs,,162mm,PL,45mm,,,,No,,,,,
,,45-125mm,4,,,,,PL,,,,,No,,,,"Possible one-off lens, specs unavailable",
,,45-135mm,4,,,,,PL,,,,,No,,,,"Possible one-off lens, specs unavailable",
,,25-250mm,2.8,,,,,PL,,,,,No,,,,"Possible one-off lens, specs unavailable",
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Musashi,Takumi,29-120mm,2.9,4',16.5 lbs,"14.6""",136mm,PL,46.3mm,,9,,No,,,,"Out of Production, company defunct. May be hard to locate if needed.",
,,40.6-332mm,4.8,"4' 1""",20.3 lbs,"16.3""",136mm,PL,46.3mm,,9,,No,,,,"Out of Production, company defunct. May be hard to locate if needed.",
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
TLS,Morpheus,80-200mm,2.8,4.9',5.07 lbs,"7.5""",110mm,PL,43.3mm,,9,,No,,,,"Rehoused Nikon Still Zoom, from TLS",
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Tokina,Vista MKII Zoom,16-28mm,3,"11""",3.85 lbs,"5.6""",114mm,PL,46.7mm,,9,,No,,,,Not currently in inventory,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,/i Data,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
Voigtländer,Zoomar Ancient Optics,36-82mm,3.1,"2' 9""",8.3 lbs,,136mm,PL,FF,,,,No,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,Focal Length,T-Stop,Close Focus,Weight (lbs),Length (in),Front Diameter (mm),Mount,Image Circle (mm),Film Compatibility,Iris Blade Count,Extender,LDS,Support Post Length (mm),Manufacture Year,Heden Motor Size,Notes,
