Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
canon,k-35,18,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,doesn't cover full frame/vista vision,,,,,,,,18mm canon k-35 t2.8  (doesn't cover full frame/vista vision)
canon,k-35,25,1.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,doesn't cover full frame/vista vision,,,,,,,,25mm canon k-35 t1.3 (doesn't cover full frame/vista vision)
canon,l series,50,1.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm canon t1.2 l series
canon,l-series,24,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon t1.4 l-series
canon,l-series,35,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm canon t1.4 l-series
canon/century,tilt focus lens,24,4.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm canon/century tilt focus lens t4.0
canon/century,tilt focus lens,45,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm canon/century tilt focus lens t2.8
canon/century,tilt focus lens,90,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm canon/century tilt focus lens t2.8
cci,swing shift,120,4.0,special,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,120mm cci swing shift macro t4.0
cci,swing shift,135,5.6,special,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,135mm cci swing shift macro t5.6
cci,swing shift,150,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm cci swing shift
cci,swing shift,18,3.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cci swing shift t3.8
cci,swing shift,24,3.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm cci swing shift t3.8
cci,swing shift,28,3.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm cci swing shift t3.8
cci,swing shift,50,4.0,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cci swing shift t4.0
cci,swing shift,60,3.5,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm cci swing shift t3.5
cci,swing shift,80,2.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm cci swing shift t2.8
cci,swing shift,110,2.4,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm cci swing shift t2.4
century,,150-600,5.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150-600mm canon century t5.6
century,,3.5,1.8,prime,16mm,,spherical,,,,,,,,,,,,,,,,,,,,16mm format,,,,,,,,3.5mm century t1.8 (16mm format)
century,,6,1.9,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm century t1.9
century,,6,1.9,prime,,pl,,,,original housing,,,,,,,,,,,,,,,,,,,,,,,,,6mm century t1.9
century,swing shift,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,w/lens cover,,,,,,,,century swing shift system w/lens cover
century,compact zoom lens,17-35,3,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-35mm century compact t3 zoom lens
century,wide angle,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,wide angle century/kinoptik - special fx
century,compact zoom,28-70,3.0,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-70mm century compact zoom t3.0
century,double asphere attachment,4.5,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,century 4.5mm double asphere attachment
century,low angle prism (1st gen),1,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,1st gen,,,,,,,,century low angle prism (1st gen)
century,s 2000 mk ii periscope,2000,4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,century s 2000 mk ii periscope t4
century,super wide low angle prism,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,century super wide low angle prism
century,swing shift,18,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm century swing shift
century,swing shift,24,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm century swing shift
century,swing shift,35,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm century swing shift
century,swing shift,45,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm century swing shift
century,swing shift,55,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm century swing shift
century,swing shift,75,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm century swing shift
century,swing shift,90,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm century swing shift
century,swing shift,150,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm century swing shift
century,swing shift,20,2.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm century swing shift t2.8
century,swing shift,20,3.2,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm century swing shift t3.2
century,swing shift,105,2.4,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm century swing shift t2.4
century,baby periscope,5.6,5.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,century baby periscope t5.6
century,swing shift,14,2.8,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm swing shift t2.8
century / kinoptik,,9.8,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm century / kinoptik t2.3
cineovision,anamorphic prime,35,1.4,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm cineovision anamorphic prime t1.4
cineovision,anamorphic prime,50,1.4,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cineovision anamorphic prime t1.4
cineovision,anamorphic prime,85,1.4,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm cineovision anamorphic prime t1.4
clairmont,,1000,4.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000mm clairmont t4.5 lens
cooke,,20-100,3.1,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-100mm cooke t3.1
cooke,,20-100,3.1,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-100mm cooke t3.1
cooke,,10-30,1.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-30mm cooke zoom t1.6
cooke,special flare,85,2.8,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,macro,,,,,,,85mm cooke anamorphic sf ff 1.8x macro lens t2.8
cooke,special flare,40,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,50,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,75,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,32,2.3,prime,ff,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke anamorphic sf ff 1.8 lens t2.3
cooke,special flare,100,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,135,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,180,2.3,prime,ff,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm cooke anamorphic sf ff 1.8x lens t2.3
cooke,special flare,65,2.6,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,65mm cooke macro anamorphic sf t2.6
cooke,macro,85,2.8,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,macro,,,,,,,85mm cooke anamorphic 1.8x macro lens t2.8
cooke,special flare,25,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke anamorphic sf t2.3
cooke,special flare,32,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke anamorphic sf t2.3
cooke,special flare,40,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke anamorphic sf t2.3
cooke,special flare,50,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke anamorphic sf t2.3
cooke,special flare,75,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke anamorphic sf t2.3
cooke,special flare,100,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke anamorphic sf t2.3
cooke,special flare,135,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke anamorphic sf t2.3
cooke,special flare,180,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm cooke anamorphic sf t2.8
cooke,special flare,300,3.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm cooke anamorphic sf t3.5
cooke,macro,65,2.6,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,65mm cooke macro anamorphic lens t2.6
cooke,special flare,35-140,3.1,zoom,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-140mm cooke anamorphic sf zoom t3.1
cooke,s4,18,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke s4 t2.0 - special fx
cooke,s4,32,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke s4 t2.0 - special fx
cooke,s4,21,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm cooke s4 t2.0 - no i/ data
cooke,s4,12,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,12mm cooke s4 t2.0 - no i/data
cooke,s4,14,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,14mm cooke s4 t2.0  - no i/data
cooke,s4,16,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,16mm cooke s4 t2.0 - no i/data
cooke,s4,18,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,18mm cooke s4 t2.0 - no i/data
cooke,s4,25,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,25mm cooke s4 t2.0 - no i/data
cooke,s4,27,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,27mm cooke s4 t2.0 - no i/data
cooke,s4,32,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,32mm cooke s4 t2.0 - no i/data
cooke,s4,35,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,35mm cooke s4 t2.0 - no i/data
cooke,s4,40,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40mm cooke s4 t2.0 - no i/data
cooke,s4,50,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,50mm cooke s4 t2.0 - no i/data
cooke,s4,65,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,65mm cooke s4 t2.0 - no i/data
cooke,s4,75,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,75mm cooke s4 t2.0 - no i/data
cooke,s4,100,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,100mm cooke s4 t2.0 - no i/data
cooke,s4,135,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,135mm cooke s4 t2.0 - no i/data
cooke,s4,150,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,150mm cooke s4 t2.0 - no i/data
cooke,s4,180,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,180mm cooke s4 t2.0 - no i/data
cooke,varotal,25-250,3.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm cooke cinetal varotal mki t3.9
cooke,anamorphic,32,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,40,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,50,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,75,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,100,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,135,2.3,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke anamorphic 1.8x lens t2.3
cooke,anamorphic,180,2.9,prime,,,anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm cooke anamorphic 1.8x lens t2.9
cooke,panchro/i,18,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke panchro/i classic t2.2
cooke,panchro/i,25,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke panchro/i classic t2.2
cooke,panchro/i,32,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke panchro/i classic t2.2
cooke,panchro/i,40,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke panchro/i classic t2.2
cooke,panchro/i,50,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke panchro/i classic t2.2
cooke,panchro/i,75,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke panchro/i classic t2.2
cooke,panchro/i,75,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke panchro/i classic t2.2
cooke,panchro/i,100,2.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke panchro/i classic t2.6
cooke,panchro/i,100,2.6,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke panchro/i classic t2.6
cooke,s4/i,14,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,14mm cooke s4/i t2.0 - i/data
cooke,s4/i,16,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,16mm cooke s4/i t2.0 - i/data
cooke,s4/i,18,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,18mm cooke s4/i t2.0 - i/data
cooke,s4/i,21,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,21mm cooke s4/i t2.0 - i/data
cooke,s4/i,25,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,25mm cooke s4/i t2.0 - i/data
cooke,s4/i,27,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,27mm cooke s4/i t2.0 - i/data
cooke,s4/i,32,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,32mm cooke s4/i t2.0 - i/data
cooke,s4/i,35,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,35mm cooke s4/i t2.0 - i/data
cooke,s4/i,40,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,40mm cooke s4/i t2.0 - i/data
cooke,s4/i,50,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,50mm cooke s4/i t2.0 - i/data
cooke,s4/i,65,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,65mm cooke s4/i t2.0 - i/data
cooke,s4/i,75,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,75mm cooke s4/i t2.0 - i/data
cooke,s4/i,100,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,100mm cooke s4/i t2.0 - i/data
cooke,s4/i,135,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,135mm cooke s4/i t2.0 - i/data
cooke,s4/i,150,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,150mm cooke s4/i t2.0 - i/data
cooke,s4/i,180,2.0,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,180mm cooke s4/i t2.0 - i/data
cooke,s4/i,300,2.8,prime,,,spherical,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,300mm cooke s4/i t2.8 - i/data
cooke,anamorphic,25,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke anamorphic lens t2.3
cooke,anamorphic,32,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke anamorphic lens t2.3
cooke,anamorphic,40,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke anamorphic lens  t2.3
cooke,anamorphic,50,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke anamorphic lens  t2.3
cooke,anamorphic,75,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke anamorphic lens  t2.3
cooke,anamorphic,100,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke anamorphic lens  t2.3
cooke,anamorphic,135,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke anamorphic lens t2.3
cooke,anamorphic,180,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm cooke anamorphic lens t2.8
cooke,anamorphic,300,3.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm cooke anamorphic lens t3.5
cooke,5i,100,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke s7 t2.0
cooke,5i,135,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke s7 t2.0
cooke,5i,180,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm cooke s7 t2.0
cooke,5i,300,3.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm cooke s7 t3.3
cooke,5i,100,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke s8 t1.4
cooke,5i,135,1.4,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm cooke s8 t1.4
cooke,speed panchro,18,2.2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke speed panchro t2.2  tls
cooke,speed panchro,25,2.2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke speed panchro t2.2 tls
cooke,speed panchro,32,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke speed panchro t2.3 tls
cooke,speed panchro,40,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke speed panchro t2.3 tls
cooke,speed panchro,50,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke speed panchro t2.3 tls
cooke,speed panchro,75,2.2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke speed panchro t2.2 tls
cooke,telepanchro,152,3.2,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,152mm cooke telepanchro t3.2 tls
cooke,speed panchro,100,2.8,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm cooke speed panchro t2.8 tls
cooke,macro,60,2.5,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,60mm cooke macro ff t2.5
cooke,macro,90,2.5,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,90mm cooke macro ff t2.5
cooke,macro,150,2.5,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,150mm cooke macro ff t2.5
cooke,varotal,19-40,2.9,zoom,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-40mm cooke varotal ff zoom t2.9
cooke,varotal,30-95,2.9,zoom,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-95mm cooke varotal ff zoom t2.9
cooke,varotal,85-215,2.9,zoom,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85-215mm cooke varotal ff zoom t2.9
cooke,cinetal mkii,25-250,3.7,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm cooke cinetal mkiii t3.7
cooke,s4/i,12,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm cooke s4/i t2.0
cooke,sk4,9.5,2.0,prime,16mm,,spherical,,,,,,,,,,,,,,,,,,,,16mm format,,,,,,,,9.5mm cooke sk4 t2.0 (16mm format)
cooke,sk4,6,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm cooke sk4 t2.0
cooke,sk4,12,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm cooke sk4 t2.0
cooke,sp3,18,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,18mm cooke sp3 t2.4 (e-mount)
cooke,sp3,25,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,25mm cooke sp3 t2.4 (e-mount)
cooke,sp3,32,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,32mm cooke sp3 t2.4 (e-mount)
cooke,sp3,50,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,50mm cooke sp3 t2.4 (e-mount)
cooke,sp3,75,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,75mm cooke sp3 t2.4 (e-mount)
cooke,sp3,100,2.4,prime,,e-mount,spherical,,,,,,,,,,,,,,,,,,,,e-mount,,,,,,,,100mm cooke sp3 t2.4 (e-mount)
cooke,varotal,18-100,3.0,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-100mm cooke varotal t3.0
cooke,s4,14,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,14mm cooke s4 t2.0 - kooky cooke
cooke,s4,16,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,16mm cooke s4 t2.0 - kooky cooke
cooke,s4,25,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,25mm cooke s4 t2.0 - kooky cooke
cooke,s4,27,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,27mm cooke s4 t2.0 - kooky cooke
cooke,s4,32,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,32mm cooke s4 t2.0 - kooky cooke
cooke,s4,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,40mm cooke s4 t2.0 - kooky cooke
cooke,s4,50,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,50mm cooke s4 t2.0 - kooky cooke
cooke,s4,18,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,18mm cooke s4 t2.0 - ray bender
cooke,s4,25,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,25mm cooke s4 t2.0 - ray bender
cooke,s4,27,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,27mm cooke s4 t2.0 - ray bender
cooke,s4,32,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,32mm cooke s4 t2.0 - ray bender
cooke,s4,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,40mm cooke s4 t2.0 - ray bender
cooke,s4,50,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,50mm cooke s4 t2.0 - ray bender
cooke,s4,65,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,ray bender,,,,,,,,65mm cooke s4 t2.0 - ray bender
cooke,speed panchro,25,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke speed panchro t2.2
cooke,speed panchro,50,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke speed panchro t2.3
cooke,speed panchro,75,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke speed panchro t2.3
cooke,s4,100,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,kooky cooke,,,,,,,,100mm cooke s4 t2.0 - kooky cooke
cooke,cinetal mkii,25-250,4,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm cooke cinetal mkii t4
cooke,varo-panchro,20-60,3.1,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-60mm cooke varo-panchro t3.1
cooke,mini s4,18,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm cooke mini s4 t2.8
cooke,mini s4,21,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm cooke mini s4 t2.8
cooke,mini s4,25,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm cooke mini s4 t2.8
cooke,mini s4,32,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm cooke mini s4 t2.8
cooke,mini s4,40,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm cooke mini s4 t2.8
cooke,mini s4,50,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm cooke mini s4 t2.8
cooke,mini s4,65,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm cooke mini s4 t2.8
cooke,mini s4,75,2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm cooke mini s4 t2.8
