Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
fujinon,premier,14.5-45,2,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5-45mm fujinon premier zoom t2
fujinon,premier,24-180,2.6,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-180mm fujinon premier zoom t2.6
fujinon,premier,75-400,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75-400mm fujinon premier zoom t2.8
fujinon,duvo hzk,24-300,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24-300mm fujinon duvo hzk t2.9
fujinon,premista,19-45,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-45mm fujinon premista zoom t2.9
fujinon,premista,28-100,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-100mm fujinon premista zoom t2.9
fujinon,premista,80-250,2.9,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80-250mm fujinon premista zoom t2.9
gecko-cam,genesis g35,135,2,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,135mm gecko-cam  genesis g35 vintage '66 ff version 2 t2
gecko-cam,genesis g35,16,2.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,16mm gecko-cam  genesis g35 vintage '66 ff version 2 t2.4
gecko-cam,genesis g35,20,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,20mm gecko-cam  genesis g35 vintage '66 ff version 2 t1.4
gecko-cam,genesis g35,35,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,35mm gecko-cam  genesis g35 vintage '66 ff version 2 t1.4
gecko-cam,genesis g35,50,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,50mm gecko-cam  genesis g35 vintage '66 ff version 2 t1.4
gecko-cam,genesis g35,85,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,85mm gecko-cam  genesis g35 vintage '66 ff version 2 t1.4
gecko-cam,genesis g35,14.5,3.0,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,14.5mm gecko-cam  genesis g35 vintage '66 ff version 2 t3.0
gecko-cam,genesis g35,100,2.9,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,macro,vintage,,,,,,100mm gecko-cam  genesis g35 vintage '66 ff macro t2.9
gecko-cam,genesis g35,135,2,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,135mm gecko-cam  genesis g35 vintage '66 ff t2
gecko-cam,genesis g35,16,2.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,16mm gecko-cam  genesis g35 vintage '66 ff t2.4
gecko-cam,genesis g35,20,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,20mm gecko-cam  genesis g35 vintage '66 ff t1.4
gecko-cam,genesis g35,25,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,25mm gecko-cam  genesis g35 vintage '66  ff t1.4
gecko-cam,genesis g35,35,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,35mm gecko-cam  genesis g35 vintage '66 ff t1.4
gecko-cam,genesis g35,50,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,50mm gecko-cam  genesis g35 vintage '66 ff t1.4
gecko-cam,genesis g35,85,1.4,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,85mm gecko-cam  genesis g35 vintage '66 ff t1.4
gecko-cam,genesis g35,14.5,3.0,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,14.5mm gecko-cam genesis g35 vintage '66 ff t3.0
gecko-cam,genesis g65,24,2.8,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm gecko-cam  genesis g65  '66 ff t2.8
gecko-cam,genesis g65,32,2.3,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm gecko-cam  genesis g65 '66 ff t2.3
gecko-cam,genesis g65,40,2.3,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm gecko-cam  genesis g65  '66 ff t2.3
gecko-cam,genesis g65,50,2.3,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm gecko-cam  genesis g65  '66 ff t2.3
gecko-cam,genesis g65,60,1.6,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm gecko-cam  genesis g65  '66 ff t1.6
gecko-cam,genesis g65,80,2.3,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm gecko-cam  genesis g65 '66 ff t2.3
gecko-cam,genesis g65,145,2.3,prime,ff,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,145mm gecko-cam  genesis g65  '66 ff t2.3
gecko-cam,genesis,75,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,75mmm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,35,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,35mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,40mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,58,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,58mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,65,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,65mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,85,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,85mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis,125,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,125mm genesis gecko-cam opia t2.0 (single coated)
gecko-cam,genesis g65,110,2.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm gecko-cam  genesis g65  '66 t2.3
gecko-cam,opia,40,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,uncoated,,,,,,,,40mm gecko-cam opia t2.0 (uncoated)
gecko-cam,opia,25,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,25mm gecko-cam opia t2.0 (single coated)
gecko-cam,opia,50,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,50mm gecko-cam opia t2.0 (single coated)
gecko-cam,opia,100,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,single coated,,,,,,,,100mm gecko-cam opia t2.0 (single coated)
gl optics,,18-35,1.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-35mm g.l optics zoom t1.8
hawk,v-lite,140,3.5,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,140mm v-lite anamorphic t3.5
hawk,v-lite,55,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,macro,vintage,,,,,,55mm hawk v-lite macro anamorphic vintage ‘74 t2.3
hawk,v-lite,28,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,28mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,35,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,35mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,45,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,45mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,55,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,55mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,65,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,65mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,80,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,80mm hawk v-lite anamorphic vintage ‘74 t2.3
hawk,v-lite,110,3.1,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,110mm hawk v-lite anamorphic vintage ‘74 t3.1
hawk,v-lite,140,3.6,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,140mm hawk v-lite anamorphic vintage ‘74 t3.6
hawk,v-lite,55,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,55mm hawk v-lite macro anamorphic t2.2
hawk,v-lite,110,3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm hawk v-lite anamorphic t3
hawk,v-lite,28,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm hawk v-lite anamorphic t2.2
hawk,v-lite,35,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm hawk v-lite anamorphic t2.2
hawk,v-lite,45,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm hawk v-lite anamorphic t2.2
hawk,v-lite,55,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm hawk v-lite anamorphic t2.2
hawk,v-lite,65,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm hawk v-lite anamorphic t2.2
hawk,v-lite,80,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm hawk v-lite anamorphic t2.2
hawk,c-series,100,3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm hawk c-series anamorphic t3
hawk,c-series,30,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,30mm hawk c-series anamorphic t2.2
hawk,c-series,40,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm hawk c-series anamorphic t2.2
hawk,c-series,50,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm hawk c-series anamorphic t2.2
hawk,c-series,60,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm hawk c-series anamorphic t2.2
hawk,c-series,75,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm hawk c-series anamorphic t2.2
hawk,v-plus,45-90,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,45-90mm hawk v-plus vintage ‘74 t2.8
hawk,v-series,35,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm hawk v-series anamorphic t2.2
hawk,v-series,50,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm hawk v-series anamorphic t2.2
hawk,v-series,60,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm hawk v-series anamorphic t2.2
hawk,c-series,135,3.0,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm hawk c-series anamorphic t3.0
hawk,v-plus,80-180,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,vintage,,,,,,80-180mm hawk v-plus vintage ‘74 t2.8
hawk,v-plus,80-180,2.8,zoom,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,80-180mm hawk v-plus anamorphic t2.8
hawk,v-series,100,2.2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm hawk v-series anamorphic t2.2
hawk,v-series,135,3.0,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm hawk v-series anamorphic t3.0
hawk,v-series,180,3.0,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm hawk v-series anamorphic t3.0
hawk,v-series,250,3.0,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,250mm hawk v-series anamorphic t3.0
hawk,minihawk,35,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm minihawk t1.7
hawk,minihawk,40,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm minihawk t1.7
hawk,minihawk,50,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm minihawk t1.7
hawk,minihawk,65,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,65mm minihawk t1.7
hawk,minihawk,80,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm minihawk t1.7
hawk,minihawk,100,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm minihawk t1.7
hawk,minihawk,135,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm minihawk t1.7
hawk,minihawk,180,1.7,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm minihawk t1.7
hawk,v-plus,45-90,2.8,zoom,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45-90mm hawk v-plus t2.8
hawk,v-series,25,2.2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm hawk v-series t2.2
helios,,85,1.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,"helios 40-2 85mm t1.5 - mf2'7"""
helios,,58,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,"helios 44-2 58mm t2.0 - mf20"""
helios,,58,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,58mm helios 44-2 t2.0
helios,,85,2.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm helios 44-2 t2.0
infiniprobe,ts-160,160,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,infiniprobe ts-160
infinity,long distance macro lens,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,infinity long distance macro lens
innovision,probe ii plus,6.3,6.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,innovision probe ii plus t6.3 - low angle prism
innovision,probe ii plus,6.3,6.3,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,innovision probe ii plus t6.3
ironglass,cine blue flare,58,f2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,58mm ironglass cine blue flare f2
ironglass,cine blue flare,85,f2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,85mm ironglass cine blue flare f2
ironglass,cine blue flare,20,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,20mm ironglass cine blue flare f3.5
ironglass,cine blue flare,28,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,28mm ironglass cine blue flare f3.5
ironglass,cine blue flare,37,f2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,37mm ironglass cine blue flare f2.8
ironglass,cine blue flare,135,f2.8,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,blue,,,,135mm ironglass cine blue flare f2.8
ironglass,cine gold flare,28,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,28mm ironglass cine gold flare f3.5
ironglass,cine gold flare,37,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,37mm ironglass cine gold flare f3.5
ironglass,cine gold flare,58,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,58mm ironglass cine gold flare f3.5
ironglass,cine gold flare,85,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,85mm ironglass cine gold flare f3.5
ironglass,cine gold flare,135,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,gold,,,,135mm ironglass cine gold flare f3.5
ironglass,cine orange flare,37,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,orange,,,,37mm ironglass cine orange flare f3.5
ironglass,cine orange flare,58,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,orange,,,,58mm ironglass cine orange flare f3.5
ironglass,cine orange flare,85,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,orange,,,,85mm ironglass cine orange flare f3.5
ironglass,cine orange flare,135,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,orange,,,,135mm ironglass cine orange flare f3.5
ironglass,cine amber flare,20,f3.5,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm ironglass cine amber flare f3.5
keslow,low angle mirror,,,special,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,kes-low angle mirror - do not sub w/o manager approval
keslow,flow motion lens system,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,keslow flow motion lens system
keslow,image shaker,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,image shaker
keslow,squishy lens,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,squishy lens
keslow,rifle scope,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,rifle scope
kinoptik,tegea,9.8,,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm kinoptik tegea t 2.3 - ancient optics
kish,kaleidoscope lens,,,special,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,kish kaleidoscope lens
konica,hexanon,21,2.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,21mm konica hexanon t2.9 - ancient optics
konica,hexanon,28,2.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,28mm konica hexanon t2.9 - ancient optics
konica,hexanon,35,2.1,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,35mm konica hexanon t2.1 - ancient optics
konica,hexanon,40,1.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,40mm konica hexanon t1.9 - ancient optics
konica,hexanon,50,1.6,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,50mm konica hexanon t1.6 - ancient optics
konica,hexanon,57,1.3,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,57mm konica hexanon t1.3 - ancient optics
konica,hexanon,85,1.9,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,85mm konica hexanon t1.9 - ancient optics
konica,hexanon,135,2.5,prime,,,spherical,,,ancient optics,,,,,,,,,,,,,,,,,,,,,,,,,135mm konica hexanon t2.5 - ancient optics
kowa,ff,19,4.1,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,19mm kowa ff t4.1 - tls
kowa,ff,28,3.6,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,28mm kowa ff t3.6 - tls
kowa,ff,35,2.9,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,35mm kowa ff t2.9 - tls
kowa,ff,50,1.9,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm kowa ff t1.9 - tls
kowa,ff,85,2.9,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,85mm kowa ff t2.9 - tls
kowa,ff,100,3.6,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm kowa ff t3.6 - tls
kowa,ff,135,3.9,prime,ff,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,135mm kowa ff t3.9 - tls
kowa,anamorphic,32,2.3,prime,,,anamorphic,,,cci,,,,,,,,,,,,,,,,,,,,,,,,,32mm kowa anamorphic - cci t2.3
kowa,anamorphic,40,2.3,prime,,,anamorphic,,,cci,,,,,,,,,,,,,,,,,,,,,,,,,40mm kowa anamorphic - cci t2.3
kowa,anamorphic,50,2.3,prime,,,anamorphic,,,cci,,,,,,,,,,,,,,,,,,,,,,,,,50mm kowa anamorphic - cci t2.3
kowa,anamorphic,75,2.8,prime,,,anamorphic,,,cci,,,,,,,,,,,,,,,,,,,,,,,,,75mm kowa anamorphic - cci t2.8
kowa,cine prominar,15,4,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,15mm kowa cine prominar t4  tls
kowa,anamorphic,100,3.4,prime,,,anamorphic,,,cci,,,,,,,,,,,,,,,,,,,,,,,,,100mm kowa anamorphic - cci t3.4
kowa,cine prominar,20,2.6,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,20mm kowa cine prominar t2.6 tls
kowa,cine prominar,25,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm kowa cine prominar t2.3 tls
kowa,cine prominar,32,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,32mm kowa cine prominar t2.3 tls
kowa,cine prominar,40,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,40mm kowa cine prominar t2.3 tls
kowa,cine prominar,50,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm kowa cine prominar t2.3 tls
kowa,cine prominar,75,2.3,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm kowa cine prominar t2.3 tls
kowa,cine prominar,100,2.6,prime,,,spherical,,,tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm kowa cine prominar t2.6 tls
kowa,cine prominar,15,4.0,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,15mm kowa cine prominar t4.0
kowa,anamorphic,40,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm kowa anamorphic t2.3
kowa,anamorphic,50,2.3,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm kowa anamorphic t2.3
kowa,anamorphic,75,2.8,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm kowa anamorphic t2.8
kowa,anamorphic,100,3.4,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm kowa anamorphic t3.4
laowa,proteus,45,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,45mm laowa proteus anamorphic t2 - silver flare
laowa,proteus,60,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,60mm laowa proteus anamorphic t2 - silver flare
laowa,proteus,85,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,85mm laowa proteus anamorphic t2 - silver flare
laowa,proteus,100,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,,,,,silver,,,,100mm laowa proteus anamorphic t2 - silver flare
laowa,nanomorph,28-55,2.9,zoom,,,anamorphic,1.5x,,,,,,,,,,,,,,,,,,,,,,,silver,,,,28-55mm laowa nanomorph 1.5x anamorphic zoom t2.9 - silver flare
laowa,nanomorph,50-100,2.9,zoom,,,anamorphic,1.5x,,,,,,,,,,,,,,,,,,,,,,,silver,,,,50-100mm laowa nanomorph 1.5x anamorphic zoom t2.9 - silver flare
laowa,pro2be,24,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,,macro,,,,,,,laowa 24mm 2x macro pro2be
laowa,proteus,28,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,28mm laowa proteus anamorphic t2 - (silver)
laowa,proteus,35,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,35mm laowa proteus anamorphic t2 - (silver)
laowa,proteus,28,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,28mm laowa proteus anamorphic t2 - (silver module)
laowa,proteus,35,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,35mm laowa proteus anamorphic t2 - (silver module)
laowa,proteus,45,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,45mm laowa proteus anamorphic t2 - (silver module)
laowa,proteus,60,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,60mm laowa proteus anamorphic t2 - (silver module)
laowa,proteus,85,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,85mm laowa proteus anamorphic t2 - (silver module)
laowa,proteus,100,2,prime,,,anamorphic,,,,,,,,,,,,,,,,,,,,silver module,,,,,,,,100mm laowa proteus anamorphic t2 - (silver module)
laowa,nanomorph,27,,prime,s35,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,27mm laowa nanomorph 1.5xs35  (silver)
laowa,nanomorph,35,,prime,s35,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,35mm laowa nanomorph 1.5xs35  (silver)
laowa,nanomorph,50,,prime,s35,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,50mm laowa nanomorph 1.5xs35  (silver)
laowa,nanomorph,65,,prime,s35,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,65mm laowa nanomorph 1.5xs35  (silver)
laowa,pro2be,24,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,direct view only,macro,,,,,,,laowa 24mm 2x macro pro2be (direct view only)
laowa,ranger,28-75,2.9,zoom,ff,ef,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-75mm laowa ff ranger t2.9 zoom lens (ef)
laowa,ranger,28-75,2.9,zoom,ff,pl,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-75mm laowa ff ranger t2.9 zoom lens (pl)
laowa,ranger,75-180,2.9,zoom,ff,pl,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75-180mm laowa ff ranger t2.9 zoom lens (pl)
laowa,nanomorph,35,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,35mm laowa nanomorph (silver)
laowa,nanomorph,50,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,50mm laowa nanomorph (silver)
laowa,nanomorph,65,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,65mm laowa nanomorph (silver)
laowa,nanomorph,80,,prime,,,spherical,,,,,,,,,,,,,,,,,,,,silver,,,,,,,,80mm laowa nanomorph (silver)
laowa,proteus,28,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,28mm laowa proteus t2 (blue)
laowa,proteus,35,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,35mm laowa proteus t2 (blue)
laowa,proteus,45,2,prime,,,spherical,,,,,,,,,,,,,,,,,,,,blue,,,,,,,,45mm laowa proteus t2 (blue)
