Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale
lensworks,neo-ao anamorphic,50,2.1,prime,super 35,pl,anamorphic,2x,,,114,2,5.75,,30,,,no,,,,5,,,,,spherical group is from a speed panchro,,,,,,,
lensworks,neo-ao anamorphic,60,1.6,prime,super 35,pl,anamorphic,2x,,,114,2,7,,30,,,no,,,,5,,,,,spherical group is from a speed panchro,,,,,,,
lensworks,neo-ao anamorphic,75,2.1,prime,super 35,pl,anamorphic,2x,,,114,2,7,,30,,,no,,,,5.5,,,,,spherical group is from a speed panchro,,,,,,,
lensworks,neo-ao anamorphic,85,2,prime,super 35,pl,anamorphic,2x,,,114,2,11,,30,,,no,,,,6,,,,,spherical group is from a speed panchro,,,,,,,
lensworks,neo-ao anamorphic,100,2.5,prime,super 35,pl,anamorphic,2x,,,114,2 9,11,,30,,,no,,,,6.5,,,,,spherical group is from a speed panchro,,,,,,,
lensworks,neo-ao anamorphic,127,3.1,prime,super 35,pl,anamorphic,2x,,,114,3,11.5,,30,,,no,,,,6.5,,,,,spherical group is from a speed panchro,,,,,,,
leitz,thalia,24,3.6,prime,65mm,pl / xpl,spherical,,,,95,1 4,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.13,,,,,,,,,,,,
leitz,thalia,30,2.9,prime,65mm,pl / xpl,spherical,,,,95,1 8,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.3,2017,,,,,,,,,,,
leitz,thalia,35,2.6,prime,65mm,pl / xpl,spherical,,,,95,1 10,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.1,2017,,,,,,,,,,,
leitz,thalia,45,2.9,prime,65mm,pl / xpl,spherical,,,,95,2,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.2,2017,,,,,,,,,,,
leitz,thalia,55,2.8,prime,65mm,pl / xpl,spherical,,,,95,2 4,6.1,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.61,,,,,,,,,,,,
leitz,thalia,70,2.6,prime,65mm,pl / xpl,spherical,,,,95,1 8,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.3,2017,,,,,,,,,,,
leitz,thalia,90mm -t,2.2,zoom,65mm,pl / xpl,spherical,,,,95,3,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.3,,,,,"this is a specialty lens that does not match the rest of the set. this is more of a portrait style lens, and exhibits unique effects from the rest of the set.",,,,,,,
leitz,thalia,100,2.2,prime,65mm,pl / xpl,spherical,,,,95,2 4,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.6,2017,,,,,,,,,,,
leitz,thalia,120,2.6,prime,65mm,pl / xpl,spherical,,,,95,1 10,6.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.66,,,,,,,,,,,,
leitz,thalia,180,3.6,prime,65mm,pl / xpl,spherical,,,,95,5,6.1,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.6,2017,,,,,,,,,,,
leitz,dalsa 4k leica r,19,2.8,prime,full frame,pl,spherical,,,,,,,,43,8,,no,,,,,2007,,,,consigner does not have this lens.,,,,,,,
leitz,dalsa 4k leica r,24,2.8,prime,full frame,pl,spherical,,,,95,1 9,2.75,,43,8,,no,,,,1.6,2007,,,,dalsa made lenses using leica r's as the doner lens.,,,,,,,
leitz,dalsa 4k leica r,28,2.8,prime,full frame,pl,spherical,,,,95,1 9,3,,43,8,,no,,,,1.7,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,35,1.4,prime,full frame,pl,spherical,,,,95,2 3,3.75,,43,8,,no,,,,2.4,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,50,1.4,prime,full frame,pl,spherical,,,,95,2,3.5,,43,8,,no,,,,1.9,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,80,1.4,prime,full frame,pl,spherical,,,,95,2 3,3.75,,43,8,,no,,,,2.5,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,100,2.8,prime,full frame,pl,spherical,,,,95,2 3,4.75,,43,8,,no,,,,2.6,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,180,2,prime,full frame,pl,spherical,,,,114,4 6,7,,43,8,,no,,,,5.6,2007,,,,,,,,,,,
leitz,dalsa 4k leica r,200,2,prime,full frame,,spherical,,,,,8,,,,,,,,,,,,,,,,,,,,,,
leitz,gl optix leica r,15,3.5,prime,full frame,pl,spherical,,,,85mm (wide angle shade),6,3.5,,ff,6,,no,,,,2.8,1960's,,,,,,,,,,,
leitz,gl optix leica r,19,2.8,prime,full frame,pl,spherical,,,,95,11,,,ff,,,no,,,,1.6,1960's,,,,,,,,,,,
leitz,gl optix leica r,28,2.8,prime,full frame,pl,spherical,,,,95,9,,,ff,,,no,,,,1.8,1960's,,,,,,,,,,,
leitz,gl optix leica r,35,1.4,prime,full frame,pl,spherical,,,,95,2,,,ff,,,no,,,,3.2,1960's,,,,,,,,,,,
leitz,gl optix leica r,50,1.4,prime,full frame,pl,spherical,,,,95,1 8,,,ff,,,no,,,,2.1,1960's,,,,,,,,,,,
leitz,gl optix leica r,80,1.4,prime,full frame,pl,spherical,,,,95,2 3,,,ff,,,no,,,,3,1960's,,,,,,,,,,,
leitz,gl optix leica r,100,2.8,prime,full frame,pl,spherical,,,,95,1 6,,,ff,,,no,,,,5.8,1960's,,,,,,,,,,,
leitz,gl optix leica r,135,2.8,prime,full frame,pl,spherical,,,,95,5,,,ff,,,no,,,,4.2,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,19,2.9,prime,full frame,pl,spherical,,,,110,9,2.7,,ff,,,no,,,,2,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,24,2.9,prime,full frame,pl,spherical,,,,110,10,2.7,,ff,,,no,,,,2,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,28,2.9,prime,full frame,pl,spherical,,,,110,9,2.7,,ff,,,no,,,,2,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,35,1.5,prime,full frame,pl,spherical,,,,110,1 8,3.2,,ff,,,no,,,,3.2,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,50,1.5,prime,full frame,pl,spherical,,,,110,1 5,2.7,,ff,,,no,,,,2.3,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,60,2.9,prime,full frame,pl,spherical,,,,110,11,4.8,,ff,,,no,,,,3.3,1960's,,,,macro,,,,,,,
leitz,tls/cinescope leica r,80,1.5,prime,full frame,pl,spherical,,,,110,1 10,3.6,,ff,,,no,,,,3.7,1960's,,,,,,,,,,,
leitz,tls/cinescope leica r,100,2.9,prime,full frame,pl,spherical,,,,110,1 5,6,,ff,,,no,,,,4.4,1960's,,,,macro,,,,,,,
leitz,tls/cinescope leica r,135,2.9,prime,full frame,pl,spherical,,,,110,3 4,4.8,,ff,,,no,,,,3.4,1960's,,,,,,,,,,,
leitz,zero optik leica r,19,3,prime,full frame,pl,spherical,,,,95,1,2.71,,ff,,,no,,,,2,1960's,,,,,,,,,,,
leitz,zero optik leica r,24,3,prime,full frame,pl,spherical,,,,95,1,2.12,,ff,,,no,,,,1.5,1960's,,,,,,,,,,,
leitz,zero optik leica r,28,3.1,prime,full frame,pl,spherical,,,,95,1,2.68,,ff,,,no,,,,2,1960's,,,,,,,,,,,
leitz,zero optik leica r,35,1.6,prime,full frame,pl,spherical,,,,95,1 8,3.34,,ff,,,no,,,,2.5,1960's,,,,,,,,,,,
leitz,zero optik leica r,50,1.5,prime,full frame,pl,spherical,,,,95,1,3.34,,ff,,,no,,,,2.5,1960's,,,,,,,,,,,
leitz,zero optik leica r,60,2.9,prime,full frame,pl,spherical,,,,95,10.5,4.7,,ff,,,no,,,,2.5,1960's,,,,macro,,,,,,,
leitz,zero optik leica r,80,1.6,prime,full frame,pl,spherical,,,,95,1 8,4.25,,ff,,,no,,,,2.5,1960's,,,,,,,,,,,
leitz,zero optik leica r,90,2.1,prime,full frame,pl,spherical,,,,95,2,4.23,,ff,,,no,,,,2.5,1960's,,,,,,,,,,,
leitz,zero optik leica r,100,2.9,prime,full frame,pl,spherical,,,,95,17,6.24,,ff,,,no,,,,3.0,1960's,,,,macro,,,,,,,
leitz,zero optik leica r,135,2.9,prime,full frame,pl,spherical,,,,95,2 11,4.7,,ff,,,no,,,,3.0,1960's,,,,,,,,,,,
leitz,elsie,15,2.1,prime,full frame,lpl,spherical,,,,,1 2,,no,46.5,,,,,,,,2021,,,,,,,,,,,
leitz,elsie,18,2.1,prime,full frame,lpl,spherical,,,,114,1 2,6.3,no,46.5,15,,,,,,5.3,2021,,,,,,,,,,,
leitz,elsie,21,2.1,prime,full frame,lpl,spherical,,,,114,1 2,6.3,no,46.5,15,,,,,,5.3,2021,,,,,,,,,,,
leitz,elsie,25,2.1,prime,full frame,lpl,spherical,,,,95,1 2,6.3,no,46.5,15,,,,,,4.4,2021,,,,,,,,,,,
leitz,elsie,29,2.1,prime,full frame,lpl,spherical,,,,95,1 2,6.3,no,46.5,15,,,,,,4.8,2021,,,,,,,,,,,
leitz,elsie,35,2.1,prime,full frame,lpl,spherical,,,,95,1 2,6.3,no,46.5,15,,,,,,4.8,2021,,,,,,,,,,,
leitz,elsie,40,2.1,prime,full frame,lpl,spherical,,,,95,1 2,6.3,no,46.5,15,,,,,,4.8,2021,,,,,,,,,,,
leitz,elsie,50,2.1,prime,full frame,lpl,spherical,,,,95,1 8,6.3,no,46.5,15,,,,,,4.4,2021,,,,,,,,,,,
leitz,elsie,65,2.1,prime,full frame,lpl,spherical,,,,95,2 2,6.3,no,46.5,,,,,,,4.4,2021,,,,,,,,,,,
leitz,elsie,75,2.1,prime,full frame,lpl,spherical,,,,95,2 6,6.3,no,46.5,13,,,,,,4.6,2021,,,,,,,,,,,
leitz,elsie,100,2.1,prime,full frame,lpl,spherical,,,,95,2 10,6.3,no,46.5,13,,,,,,4.6,2021,,,,,,,,,,,
leitz,elsie,125,2.1,prime,full frame,lpl,spherical,,,,114,4 2,6.3,no,46.5,,,,,,,5.5,2021,,,,,,,,,,,
leitz,elsie,150,,prime,full frame,lpl,spherical,,,,,5,,no,46.5,,,,,,,,2021,,,,,,,,,,,
leitz,hugo,18,1.5,prime,full frame,lpl,spherical,,,,95,9,2.8,no,43.3,11,,,,,,2.29,2022,,,,,,,,,,,
leitz,hugo,21,1.5,prime,full frame,lpl,spherical,,,,95,1,2.7,no,43.3,11,,,,,,1.85,2022,,,,note all hegos require special mount for use on sony venice cameras. our hugo's are lpl. manufacturer also making pl and m mount's for these lenses.,,,,,,,
leitz,hugo,24,1.5,prime,full frame,lpl,spherical,,,,95,1,2.7,no,43.3,11,,,,,,1.9,2022,,,,these lenses require specific lpl mounts depending on the camera.,,,,,,,
leitz,hugo,28,1.5,prime,full frame,lpl,spherical,,,,95,1 2,2.7,no,43.3,11,,,,,,1.83,2022,,,,https://www.leitz-cine.com/product/hugo,,,,,,,
leitz,hugo,35,1.5,prime,full frame,lpl,spherical,,,,95,1 2,2.7,no,43.3,11,,,,,,1.78,2022,,,,hugo's do not work with v-raptor xl or alexa lf. also do not work with any extenders at the moment due to rear element length.,,,,,,,
leitz,hugo,50,1.5,prime,full frame,lpl,spherical,,,,95,1 8,2.7,no,43.3,11,,,,,,1.9,2022,,,,,,,,,,,
leitz,hugo,50mm -n,1,zoom,full frame,lpl,spherical,,,,95,1 8,3.2,no,43.3,11,,,,,,2.45,2022,,,,noctilux,,,,,,,
leitz,hugo,66,2.1,prime,full frame,lpl,spherical,,,,95,2,3.2,no,43.3,11,,,,,,1.81,2024,,,,,,,,,,,
leitz,hugo,75,1.5,prime,full frame,lpl,spherical,,,,95,2 6,4.4,no,43.3,11,,,,,,3.2,2022,,,,,,,,,,,
leitz,hugo,75,2.1,prime,full frame,lpl,spherical,,,,95,2 6,3.2,no,43.3,11,,,,,,1.98,2024,,,,,,,,,,,
leitz,hugo,90,1.5,prime,full frame,lpl,spherical,,,,95,2 10,4.4,no,43.3,11,,,,,,3.04,2024,,,,,,,,,,,
leitz,hugo,90,2.1,prime,full frame,lpl,spherical,,,,95,2 10,3.2,no,43.3,11,,,,,,2,2023,,,,,,,,,,,
leitz,hugo,135,1.9,prime,full frame,lpl,spherical,,,,95,3 3,4.7,no,43.3,11,,,,,,1.59,,,,,,,,,,,,
leitz,leitz prime,18,1.8,prime,full frame,pl,spherical,,,,114,1 2,7.9,,46.5,15,,no,,,,7.1,2020,,,,,,,,,,,
leitz,leitz prime,21,1.8,prime,full frame,pl,spherical,,,,114,1 10,7.2,,46.5,15,,no,,,,6.1,2020,,,,,,,,,,,
leitz,leitz prime,25,1.8,prime,full frame,pl,spherical,,,,114,1 10,7.2,,46.5,15,,no,,,,6.2,2020,,,,,,,,,,,
leitz,leitz prime,29,1.8,prime,full frame,pl,spherical,,,,114,1 2,7.2,,46.5,15,,no,,,,5.9,2020,,,,,,,,,,,
leitz,leitz prime,35,1.8,prime,full frame,pl,spherical,,,,114,1 6,7.2,,46.5,15,,no,,,30.75mm,6.3,2020,,,,,,,,,,,
leitz,leitz prime,40,1.8,prime,full frame,pl,spherical,,,,114,1 2,7.2,,46.5,15,,no,,,,6.0,2020,,,,,,,,,,,
leitz,leitz prime,50,1.8,prime,full frame,pl,spherical,,,,114,1 7,7.2,,46.5,15,,no,,,,6.0,2020,,,,,,,,,,,
leitz,leitz prime,65,1.8,prime,full frame,pl,spherical,,,,114,2 2,7.2,,46.5,15,,no,,,30.75mm,6.1,2020,,,,,,,,,,,
leitz,leitz prime,75,1.8,prime,full frame,pl,spherical,,,,114,2 6,7.2,,46.5,15,,no,,,,6.2,2020,,,,,,,,,,,
leitz,leitz prime,100,1.8,prime,full frame,pl,spherical,,,,114,3 11,7.2,,46.5,15,,no,,,,6.1,2020,,,,,,,,,,,
leitz,leitz prime,135,1.8,prime,full frame,pl,spherical,,,,114,3 11,7.2,,46.5,15,,no,,,,6.4,2020,,,,,,,,,,,
leitz,leitz prime,180,2,prime,full frame,pl,spherical,,,,114,4 11,7.9,,46.5,15,,no,,,,6.8,2020,,,,,,,,,,,
leitz,m 0.8,21,f/1.4,prime,full frame,m,spherical,,,,80,2 3,3.4,no,43.3,11,,no,,,,1.1,2017,,,,,,,,,,,
leitz,m 0.8,24,f/1.4,prime,full frame,m,spherical,,,,80,2 3,3.4,no,43.3,11,,no,,,,1.1,2017,,,,,,,,,,,
leitz,m 0.8,28,f/1.4,prime,full frame,m,spherical,,,,80,2 3,3.8,no,43.3,11,,no,,,,1.1,2017,,,,,,,,,,,
leitz,m 0.8,35,f/1.4,prime,full frame,m,spherical,,,,80,2 3,2.9,no,43.3,11,,no,,,,0.8,2017,,,,,,,,,,,
leitz,m 0.8,50,f/1.4,prime,full frame,m,spherical,,,,80,2 3,3,no,43.3,11,,no,,,,1,2017,,,,,,,,,,,
leitz,m 0.8,50mm -n,f/0.95,zoom,full frame,m,spherical,,,,80,3 3,3.9,no,43.3,11,,no,,,,1.8,2017,,,,noctilux,,,,,,,
leitz,m 0.8,75,f/2.0,prime,full frame,m,spherical,,,,80,3 3,3.4,no,43.3,11,,no,,,,1.3,2017,,,,,,,,,,,
leitz,m 0.8,90,f/2.0,prime,full frame,m,spherical,,,,80,3 3,3.7,no,43.3,11,,no,,,,1.3,2017,,,,,,,,,,,
leitz,noctilux-m,50,0.95,prime,full frame,m,spherical,,,,80,3 4,3.5 - 3.75,no,43,11,,no,,,,1.8,2010,,,,telescoping,,,,,,,
leitz,noctilux-m,,,,full frame,,spherical,,,,,,,no,,,,,,,,,,,,,,,,,,,,
leitz,summilux-m,21,1.4,prime,full frame,m,spherical,,,,80,2 6,3,no,43,11,,no,,,,1,2016,,,,will not fit on red dsmc1,,,,,,,
leitz,summilux-m,24,1.4,prime,full frame,m,spherical,,,,80,2 6,3,no,43,11,,no,,,,1,2016,,,,,,,,,,,
leitz,summilux-m,28,1.4,prime,full frame,m,spherical,,,,80,2 6,2.8,no,43,11,,no,,,,1,2016,,,,,,,,,,,
leitz,summilux-m,35,1.4,prime,full frame,m,spherical,,,,80,2 6,2.5,no,43,9,,no,,,,0.8,2016,,,,,,,,,,,
leitz,thalia,24,3.6,prime,full frame,pl / xpl,spherical,,,,95,1 4,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.13,,,,,,,,,,,,
leitz,thalia,30,2.9,prime,full frame,pl / xpl,spherical,,,,95,1 8,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.3,2017,,,,,,,,,,,
leitz,thalia,35,2.6,prime,full frame,pl / xpl,spherical,,,,95,1 10,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.1,2017,,,,,,,,,,,
leitz,thalia,45,2.9,prime,full frame,pl / xpl,spherical,,,,95,2,5.2,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.2,2017,,,,,,,,,,,
leitz,thalia,55,2.8,prime,full frame,pl / xpl,spherical,,,,95,2 4,6.1,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.61,,,,,,,,,,,,
leitz,thalia,70,2.6,prime,full frame,pl / xpl,spherical,,,,95,1 8,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.3,2017,,,,,,,,,,,
leitz,thalia,90mm -t,2.2,zoom,full frame,pl / xpl,spherical,,,,95,3,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.3,,,,,"this is a specialty lens that does not match the rest of the set. this is more of a portrait style lens, and exhibits unique effects from the rest of the set.",,,,,,,
leitz,thalia,100,2.2,prime,full frame,pl / xpl,spherical,,,,95,2 4,4.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.6,2017,,,,,,,,,,,
leitz,thalia,120,2.6,prime,full frame,pl / xpl,spherical,,,,95,1 10,6.9,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.66,,,,,,,,,,,,
leitz,thalia,180,3.6,prime,full frame,pl / xpl,spherical,,,,95,5,6.1,,60,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.6,2017,,,,,,,,,,,
leitz,leitz zoom,25-75,2.8,zoom,full frame,pl,spherical,,,,114,3,10.5,,46.5,15,,no,,,,8.2,2021,,n/a (no motor bracket),,,,,,,,,
leitz,leitz zoom,55-125,2.8,zoom,full frame,pl,spherical,,,,114,3 5,11.02,,46.5,21,,no,,,,9.7,2021,,n/a (no motor bracket),,,,,,,,,
leitz,vario-apo-elmarit-r,70-180,3,zoom,full frame,pl,spherical,,,,80,5 3,7.5 - 7.9,,43,8,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,38mm,4.2,,,n/a (no motor bracket),,telescoping,,,,,,,
leitz,summicron,15,2,prime,,pl,spherical,,,,95,1,4.65,35mm ok,39,8,,no,,,,3.6,2017,,,,,,,,,,,
leitz,summicron,18,2,prime,,pl,spherical,,,,95,1,4,35mm ok,38,8,,no,,,,3,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,21,2,prime,,pl,spherical,,,,95,1,4,35mm ok,38,8,,no,,,,2.85,2014,duclos 1.7x,,,,,,,,,,
leitz,summicron,25,2,prime,,pl,spherical,,,,95,1,4,35mm ok,39,8,,no,,,,3.4,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,29,2,prime,,pl,spherical,,,,95,1,4,35mm ok,39,8,,no,,,,2.85,2014,duclos 1.7x,,,,,,,,,,
leitz,summicron,35,2,prime,,pl,spherical,,,,95,1 2,4,35mm ok,40 clear / 43 with falloff,8,,no,,,,3,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,40,2,prime,,pl,spherical,,,,95,1 6,4,35mm ok,39,8,,no,,,,3,2014,duclos 1.7x,,,,,,,,,,
leitz,summicron,50,2,prime,,pl,spherical,,,,95,2,4,35mm ok,41 clear / 43 with falloff,8,,no,,,,3.25,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,75,2,prime,,pl,spherical,,,,95,3,4,35mm ok,40 clear / 32 with falloff,8,,no,,,,2.75,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,100,2,prime,,pl,spherical,,,,95,3 4,4,,40 clear / 43 with falloff,8,,no,,,,2.75,2013,duclos 1.7x,,,,,,,,,,
leitz,summicron,135,2,prime,,pl,spherical,,,,95,5,4.65,,39 clear / 43 with falloff,8,,no,,,,4,2014,duclos 1.7x,,,,,,,,,,
leitz,summilux,16,1.4,prime,,pl,spherical,,,,95,1 2,5.6,35mm ok,33,10,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.75,2015,duclos 1.7x,,,,,,,,,,
leitz,summilux,18,1.4,prime,,pl,spherical,,,,95,1 6,5.6,35mm ok,36.5,10,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.7,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,21,1.4,prime,,pl,spherical,,,,95,1 3,5.6,35mm ok,40,11,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.5,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,25,1.4,prime,,pl,spherical,,,,95,1 3,5.6,35mm ok,41,11,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,4,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,29,1.4,prime,,pl,spherical,,,,95,1 6,5.6,35mm ok,41.5,11,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.75,2012,duclos 1.7x,,,,,,,,,,
leitz,summilux,35,1.4,prime,,pl,spherical,,,,95,1 6,5.6,35mm ok,41.5,12,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.6,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,40,1.4,prime,,pl,spherical,,,,95,1 6,5.6,35mm ok,43,11,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.6,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,50,1.4,prime,,pl,spherical,,,,95,2,5.6,35mm ok,43,10,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,4,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,65,1.4 (2 at cf),prime,,pl,spherical,,,,95,1 6,5.6,35mm ok,43,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.75,2012,duclos 1.7x,,,macro,,,,,,,
leitz,summilux,75,1.4,prime,,pl,spherical,,,,95,2 6,5.6,35mm ok,43,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.6,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,100,1.4,prime,,pl,spherical,,,,95,3 3,5.6,35mm ok,43,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,3.5,2010,duclos 1.7x,,,,,,,,,,
leitz,summilux,135,1.4,prime,,pl,spherical,,,,114,4 7,7.6,35mm ok,43,15,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,32mm,7.4,2016,,,,,,,,,,,
leitz,elmarit-r,19,3.2,prime,,pl,spherical,,,,110,11,2.8,35mm ok,33 clear / 41 with falloff,6,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,2.2,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,28,2.8,prime,,pl,spherical,,,,110,17,3,35mm ok,35 clear / 43 with falloff,6,"ibe 1.4x, ibe 2x, ang 1.4x",no,,,,2.2,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,35,1.6,prime,,pl,spherical,,,,110,20,4.5,35mm ok,40 clear / 43 with falloff,7,"ibe 1.4x, ibe 2x",no,,,,3.4,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,50,1.4,prime,,pl,spherical,,,,110,19,3.3,35mm ok,40 clear / 43 with falloff,6,"ibe 1.4x, ibe 2x",no,,,,2.6,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,60,2.8,prime,,pl,spherical,,,,110,,,35mm ok,,,,no,,,,,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,135,2.8,prime,,pl,spherical,,,,110,,,35mm ok,,,,no,,,,,1970-1990,,,,"p+s technik, mark i",,,,,,,
leitz,elmarit-r,19,2.8,prime,,pl,spherical,,,,95,11,2.4,35mm ok,33 clear / 38 with falloff,6,"ibe 1.4x, ibe 2x",no,,,,1.6,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,28,2.8,prime,,pl,spherical,,,,95,9,2.4,35mm ok,35 clear / 42 with falloff,6,"ibe 1.4x, ibe 2x",no,,,,1.8,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,35,1.4,prime,,pl,spherical,,,,95,2,3.3,35mm ok,39 clear / 43 with falloff,7,"ibe 1.4x, ibe 2x",no,,,,3.2,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,50,1.4,prime,,pl,spherical,,,,95,1 8,3.3,35mm ok,40 clear / 43 with falloff,6,"ibe 1.4x, ibe 2x",no,,,,2.1,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,80,1.4,prime,,pl,spherical,,,,95,2 3,3.3,35mm ok,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, optex 2x",no,,,,3,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,100,2.8,prime,,pl,spherical,,,,95,1 6,6.4,35mm ok,40 clear / 43 with falloff,7,"ibe 1.4x, ibe 2x",no,,,,5.8,1970-1990,,,,"mark i, gl optics,  macro",,,,,,,
leitz,elmarit-r,135,2.8,prime,,pl,spherical,,,,95,5,4.4,35mm ok,41 clear / 43 with falloff,8,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, century 2x, optex 2x",no,,,,4.2,1970-1990,,,,"mark i, gl optics",,,,,,,
leitz,elmarit-r,19,2.8,prime,,pl / bayonet,spherical,,,,80,1,2.25,35mm ok,35 clear / 43 with falloff,6,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x",no,,,,1.4,1970-1990,,,,"mark i, van diemen / vintage",,,,,,,
