Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale
technovision,cineovision,24,1.4,prime,super 35,pl,anamorphic,2x,,,square,3,8,35mm ok,,,,no,,,,5.5,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,32,,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,35,1.4,prime,super 35,pl,anamorphic,2x,,,130,3,7.12 - 8.5,35mm ok,32,15,"ibe 1.4x, ibe 2x, optex 2x",no,,,,7.1,,,,,telescoping and rotating front / vintage,,,,,,,
technovision,cineovision,35,1.6,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,40,1.4,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,50,1.4,prime,super 35,pl,anamorphic,2x,,,95,3,8,35mm ok,,,,no,,,,5.5,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,55,1.4,prime,super 35,pl,anamorphic,2x,,,95,2 3,6 - 7.25,35mm ok,37,15,"ibe 1.4x, ibe 2x",no,,,,4.1,,,,,telescoping and rotating front / vintage,,,,,,,
technovision,cineovision,85,1.4,prime,super 35,pl,anamorphic,2x,,,103,2,8.4 - 9.12,35mm ok,41,15,"ibe 1.4x, ibe 2x",no,,,,6.6,,,,,telescoping and rotating front / vintage,,,,,,,
technovision,cineovision,85,1.6,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,telescoping and rotating front / vintage /,,,,,,,
technovision,cineovision,100,2.8,prime,super 35,pl,anamorphic,2x,,,95,3,8,35mm ok,,,,no,,,,4,,,,,telescoping and rotating front / vintage / ; macro,,,,,,,
technovision,zeiss standard speed,12,2.1,prime,super 35,pl,spherical,,,,156,8,3.6,35mm ok,29,6,,no,,,,3.6,,,,,"modified 16mm standard speed, w/ technovision front",,,,,,,
sony,cinealta primes,20,2,prime,super 35,pl,spherical,,,,114,10,4.75,,35,9,"ibe 1.4x, ibe 2x",no,,,,4.8,,,,,,,,,,,,
sony,cinealta primes,25,2,prime,super 35,pl,spherical,,,,114,10,4.75,,35,9,"ibe 1.4x, ibe 2x",no,,,,4.8,,,,,,,,,,,,
sony,cinealta primes,35,2,prime,super 35,pl,spherical,,,,114,14,4.75,,38,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4.2,,,,,,,,,,,,
sony,cinealta primes,50,2,prime,super 35,pl,spherical,,,,114,19,4.75,,40,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4,,,,,,,,,,,,
sony,cinealta primes,85,2,prime,super 35,pl,spherical,,,,114,34,4.75,,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4,,,,,,,,,,,,
sony,cinealta primes,135,2,prime,super 35,pl,spherical,,,,114,34,5.75,,41 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,5,,,,,,,,,,,,
sony,fe,28,2,prime,super 35,e,spherical,,,,62,1,2.25,,,9,,yes,,,,0.4,,,,,front filter thread: 49mm / comes with lens hood,,,,,,,
sony,cinealta primes,20,2,prime,super 35,pl,spherical,,,,114,10,4.75,,35,9,"ibe 1.4x, ibe 2x",no,,,,4.8,,,,,,,,,,,,
sony,cinealta primes,25,2,prime,super 35,pl,spherical,,,,114,10,4.75,,35,9,"ibe 1.4x, ibe 2x",no,,,,4.8,,,,,,,,,,,,
sony,cinealta primes,35,2,prime,super 35,pl,spherical,,,,114,14,4.75,,38,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4.2,,,,,,,,,,,,
sony,cinealta primes,50,2,prime,super 35,pl,spherical,,,,114,19,4.75,,40,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4,,,,,,,,,,,,
sony,cinealta primes,85,2,prime,super 35,pl,spherical,,,,114,34,4.75,,40 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,4,,,,,,,,,,,,
sony,cinealta primes,135,2,prime,super 35,pl,spherical,,,,114,34,5.75,,41 clear / 43 with falloff,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,5,,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",14,2,prime,full frame,pl,spherical,,,,95,11”,4.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.8,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",20,1.5,prime,full frame,pl,spherical,,,,95,11,4.3,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.6,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",24,1.5,prime,full frame,pl,spherical,,,,95,10”,3.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.2,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",28,1.5,prime,full frame,pl,spherical,,,,95,12,3.9,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.75,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",35,1.5,prime,full frame,pl,spherical,,,,95,1’,3.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.2,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",40,1.5,prime,full frame,pl,spherical,,,,95,1 4,4.8,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.22,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",50,1.5,prime,full frame,pl,spherical,,,,95,1’ 4”,3.7”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.6,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",65,1.5,prime,full frame,pl,spherical,,,,95,2 2,4.7,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),4.38,2022,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",85,1.5,prime,full frame,pl,spherical,,,,95,2’ 10”,4.7”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",105,1.5,prime,full frame,pl,spherical,,,,95,3 4,5,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.72,2018,,,,,,,,,,,
sigma,"ff high speed prime
(regular)",135,2,prime,full frame,pl,spherical,,,,95,2’ 11”,4.2”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.1,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",14,3.2,prime,full frame,pl,spherical,,,,95,11”,4.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.8,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",20,2.5,prime,full frame,pl,spherical,,,,95,11,4.3,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.6,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",24,2.5,prime,full frame,pl,spherical,,,,95,10”,3.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.2,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",28,2.5,prime,full frame,pl,spherical,,,,95,12,3.9,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.75,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",35,2.5,prime,full frame,pl,spherical,,,,95,1’,3.4”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.2,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",40,2.5,prime,full frame,pl,spherical,,,,95,1 4,4.8,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.22,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",50,2.5,prime,full frame,pl,spherical,,,,95,1’ 4”,3.7”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),2.6,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",65,2.5,prime,full frame,pl,spherical,,,,95,2 2,4.7,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),4.38,2022,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",85,2.5,prime,full frame,pl,spherical,,,,95,2’ 10”,4.7”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",105,2.5,prime,full frame,pl,spherical,,,,95,3 4,5,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.72,2018,,,,,,,,,,,
sigma,"ff high speed prime
(classic)",135,3.2,prime,full frame,pl,spherical,,,,95,2’ 11”,4.2”,,43.3,9,"ibe 1.4x, ibe 2x",yes (4pin lemo),,,attached to lens (mini rods),3.1,2018,,,,,,,,,,,
sigma,"blackwing7
(production, binary & skin module)",17,1.9,prime,full frame,pl,spherical,,,,104,,,,53,,,no,,,,,2024,,,,*some blackwing7 binaries are t1.8,,,,,,,
sigma,cine,18-35,2,zoom,super 35,pl,spherical,,,,95,11,4.7,,33,9,"ibe 1.4x, ibe 2x",no,,,30mm (1/4-20 thread),3,,,n/a (no bracket),,front filter diameter: 82mm,,,,,,,
sigma,super speed zoom,18-35,1.8,zoom,super 35,pl,spherical,,,,95,1 1,4.7,,33,9,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex 2x, century 2x",no,,,,3,,,n/a (no bracket),,gl optics,,,,,,,
servicevision,scorpio,138-405,4.3,zoom,full frame,pl,anamorphic,2x,rear,,95,5,11.3,,40,18,ibe vv 2x,no,,,28mm,7.2,,,,,,,,,,,,
servicevision,scorpio,20,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,1 4,7.5,,37.4,18,,no,,,,,,,,,"20mm does not cover full frame, 25% reduction required to cover 2.39 full frame",,,,,,,
servicevision,scorpio,25,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,1 6,7.5,,37.4,18,,no,,,,5.5,,,,,"25mm does not cover full frame, 15% reduction required to cover 2.39 full frame",,,,,,,
servicevision,scorpio,30,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,1 4,7.5,,37.4,18,,no,,,,,,,,,,,,,,,,
servicevision,scorpio,35,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,1 6,6.3,,37.4,18,,no,,,,4.8,,,,,10% reduction required to cover 2.39 full frame,,,,,,,
servicevision,scorpio,40,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,1 8,6.3,,37.4,18,,no,,,,3.96,,,,,5% reduction required to cover 2.39 full frame,,,,,,,
servicevision,scorpio,50,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,1 10,6.3,,37.4,18,,no,,,,4.8,,,,,"covers 2.39 full frame, vignettes at edges",,,,,,,
servicevision,scorpio,60,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,1,7.5,,37.4,18,,no,,,,5.7,,,,,10% reduction required to cover 2.39 full frame; macro,,,,,,,
servicevision,scorpio,75,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,2 6,6.3,,37.4,18,,no,,,,4.8,,,,,"covers 2.39 full frame, vignettes at edges",,,,,,,
servicevision,scorpio,100,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,3 3,6.3,,37.4,18,,no,,,,4.8,,,,,"covers 2.39 full frame, vignettes at edges",,,,,,,
servicevision,scorpio,135,2.2,prime,full frame,pl,anamorphic,2x,rear,,95,3 3,6.3,,37.4,18,,no,,,,5.5,,,,,"covers 2.39 full frame, vignettes at edges",,,,,,,
servicevision,scorpio,150,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,3 3,7.5,,37.4,18,,no,,,,5.5,,,,,"covers 2.39 full frame, vignettes at edges",,,,,,,
servicevision,scorpio,200,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,,7.5,,37.4,18,,no,,,,,,,,,macro,,,,,,,
servicevision,scorpio,250,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,3 3,8.7,,37.4,18,,no,,,,,,,,,,,,,,,,
servicevision,scorpio,300,2.8,prime,full frame,pl,anamorphic,2x,rear,,95,3 3,8.7,,37.4,18,,no,,,,,,,,,,,,,,,,
servicevision,scorpio,138-405,4.3,zoom,super 35,pl,anamorphic,2x,rear,,95,5 3,11.4,35mm ok,40,18,"ibe 1.4x, ibe 2x",no,,,30mm,8.2,,,n/a (no bracket),,,,,,,,,
second reef,coral anamorphic,35,2.8,prime,full frame,pl,anamorphic,1.5x,middle,,114,,,,ff,,,yes,,,,,2024,,,,"not released - these lenses feature a unique oval iris design. they are 1.5x anamorphic with a 2x look due to this iris. iris also has more blades than listed, but these are there to ensure the oval effect, 8 blades are doing the bokeh shaping.",,,,,,,
second reef,coral anamorphic,50,2.6,prime,full frame,pl,anamorphic,1.5x,middle,,114,17.7,5.75,,ff,8,,yes,,,,4.95,2024,,,,,,,,,,,
second reef,coral anamorphic,75,2.8,prime,full frame,pl,anamorphic,1.5x,middle,,114,2 1,6.5,,ff,8,,yes,,,,4.75,2024,,,,,,,,,,,
second reef,coral anamorphic,90,2.8,prime,full frame,pl,anamorphic,1.5x,middle,,114,2 1,6.5,,ff,8,,yes,,,,4.75,2024,,,,,,,,,,,
second reef,coral anamorphic,135,2.8,prime,full frame,pl,anamorphic,1.5x,middle,,114,,,,ff,,,yes,,,,,2024,,,,not released,,,,,,,
scorpio,anamorphic primes,20,2.8,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,25,2.2,prime,super 35,pl,anamorphic,2x,,,95,1 6,7.5,35mm ok,34,18,"ibe 1.4x, ibe 2x",no,,,,5.2,,,,,,,,,,,,
scorpio,anamorphic primes,30,2,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,35,2.2,prime,super 35,pl,anamorphic,2x,,,95,1 6,6.4,35mm ok,36,18,"ibe 1.4x, ibe 2x",no,,,,4.2,,,,,,,,,,,,
scorpio,anamorphic primes,40,2.2,prime,super 35,pl,anamorphic,2x,,,95,1 8,6.4,35mm ok,37,18,"ibe 1.4x, ibe 2x",no,,,,4.4,,,,,,,,,,,,
scorpio,anamorphic primes,50,2.2,prime,super 35,pl,anamorphic,2x,,,95,1 10,6.4,35mm ok,39,18,"ibe 1.4x, ibe 2x",no,,,,4.2,,,,,,,,,,,,
scorpio,anamorphic primes,60,2,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,75,2.2,prime,super 35,pl,anamorphic,2x,,,95,2 6,6.4,35mm ok,41,18,"ibe 1.4x, ibe 2x",no,,,,4.6,,,,,,,,,,,,
scorpio,anamorphic primes,100,2.2,prime,super 35,pl,anamorphic,2x,,,95,3 3,6.4,35mm ok,41,18,"ibe 1.4x, ibe 2x",no,,,,4.4,,,,,,,,,,,,
scorpio,anamorphic primes,135,2.8,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,150,2.8,prime,super 35,pl,anamorphic,2x,,,95,3 3,7.6,35mm ok,42,18,"ibe 1.4x, ibe 2x, ang 1.4x, ang 2x, optex, 2x, century 2x",no,,,,5.2,,,,,,,,,,,,
scorpio,anamorphic primes,200,2.8,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,250,2.8,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
scorpio,anamorphic primes,300,2.8,prime,super 35,pl,anamorphic,2x,,,,,,35mm ok,,,,no,,,,,,,,,,,,,,,,
schneider,cine-xenar iii,18,2.2,prime,super 35,pl / ef,spherical,,,,104,11,6,,31.5,18,,no,,,,4.5,,,,,,,,,,,,
schneider,cine-xenar iii,25,2.2,prime,super 35,pl / ef,spherical,,,,104,11,6,,31.5,18,,no,,,,4.2,,,,,,,,,,,,
schneider,cine-xenar iii,35,2.1,prime,super 35,pl / ef,spherical,,,,104,13,6,,31.5,18,,no,,,,4,,,,,,,,,,,,
schneider,cine-xenar iii,50,2,prime,super 35,pl / ef,spherical,,,,104,14,6,,31.5,18,,no,,,,3.5,,,,,,,,,,,,
schneider,cine-xenar iii,75,2,prime,super 35,pl / ef,spherical,,,,104,18,6,,31.5,18,,no,,,,3.7,,,,,,,,,,,,
schneider,cine-xenar iii,95,2,prime,super 35,pl / ef,spherical,,,,104,26,6,,31.5,18,,no,,,,4,,,,,,,,,,,,
schneider,cine-xenar iii,18,2.2,prime,super 35,pl / ef,spherical,,,,104,11,6,,31.5,18,,no,,,,4.5,,,,,,,,,,,,
schneider,cine-xenar iii,25,2.2,prime,super 35,pl / ef,spherical,,,,104,11,6,,31.5,18,,no,,,,4.2,,,,,,,,,,,,
schneider,cine-xenar iii,35,2.1,prime,super 35,pl / ef,spherical,,,,104,13,6,,31.5,18,,no,,,,4,,,,,,,,,,,,
schneider,cine-xenar iii,50,2,prime,super 35,pl / ef,spherical,,,,104,14,6,,31.5,18,,no,,,,3.5,,,,,,,,,,,,
schneider,cine-xenar iii,75,2,prime,super 35,pl / ef,spherical,,,,104,18,6,,31.5,18,,no,,,,3.7,,,,,,,,,,,,
schneider,cine-xenar iii,95,2,prime,super 35,pl / ef,spherical,,,,104,26,6,,31.5,18,,no,,,,4,,,,,,,,,,,,
richard gale optics,clavius,28,2,prime,full frame,pl,spherical,,,,95,15,5,,ff,,,no,,,,2.75,,,,,lenses available with special water stops and colored elements for customization,,,,,,,
richard gale optics,clavius,38,2,prime,full frame,pl,spherical,,,,95,13,4.6,,ff,,,no,,,,2.5,,,,,,,,,,,,
richard gale optics,clavius,58,2,prime,full frame,pl,spherical,,,,95,20,4.6,,ff,,,no,,,,2,,,,,,,,,,,,
richard gale optics,clavius,88,2,prime,full frame,pl,spherical,,,,95,40,4.6,,ff,,,no,,,,2.75,,,,,,,,,,,,
red,pro prime,18,1.8,prime,super 35,pl,spherical,,,,110,13,6.2,no,33,7,ibe 2x,no,,,,6.3,,,,,,,,,,,,
red,pro prime,25,1.8,prime,super 35,pl,spherical,,,,110,12,6.2,no,33,7,"ibe 2x, ang 2x, optex 2x",no,,,,6.1,,,,,,,,,,,,
red,pro prime,35,1.8,prime,super 35,pl,spherical,,,,110,12,6.2,no,35,7,"ibe 2x, ang 2x, optex 2x",no,,,,6,,,,,,,,,,,,
red,pro prime,50,1.8,prime,super 35,pl,spherical,,,,110,12,4.7,no,41,7,"ibe 2x, ang 2x",no,,,,4.5,,,,,,,,,,,,
red,pro prime,85,1.8,prime,super 35,pl,spherical,,,,110,24,4.75,no,43,7,"ibe 2x, ang 2x, optex 2x",no,,,,4.2,,,,,,,,,,,,
red,pro prime,100,1.8,prime,super 35,pl,spherical,,,,110,30,4.75,no,43,7,"ibe 2x, ang 2x",no,,,,4.4,,,,,,,,,,,,
red,pro prime,300,2.9,prime,super 35,pl,spherical,,,,117.4,8,,no,,,,,,,,5.7,,,,,,,,,,,,
red,pro prime,18,1.8,prime,super 35,pl,spherical,,,,110,13,6.2,no,33,7,ibe 2x,no,,,,6.3,,,,,,,,,,,,
red,pro prime,25,1.8,prime,super 35,pl,spherical,,,,110,12,6.2,no,33,7,"ibe 2x, ang 2x, optex 2x",no,,,,6.1,,,,,,,,,,,,
red,pro prime,35,1.8,prime,super 35,pl,spherical,,,,110,12,6.2,no,35,7,"ibe 2x, ang 2x, optex 2x",no,,,,6,,,,,,,,,,,,
red,pro prime,50,1.8,prime,super 35,pl,spherical,,,,110,12,4.7,no,41,7,"ibe 2x, ang 2x",no,,,,4.5,,,,,,,,,,,,
red,pro prime,85,1.8,prime,super 35,pl,spherical,,,,110,24,4.75,no,43,7,"ibe 2x, ang 2x, optex 2x",no,,,,4.2,,,,,,,,,,,,
red,pro prime,100,1.8,prime,super 35,pl,spherical,,,,110,30,4.75,no,43,7,"ibe 2x, ang 2x",no,,,,4.4,,,,,,,,,,,,
red,pro prime,300,2.9,prime,super 35,pl,spherical,,,,117.4,8,,no,,,,,,,,5.7,,,,,,,,,,,,
pentax,super takumar zero optik rehoused,25,2.3,prime,full frame,pl,spherical,,,,136,8.5,,,ff,,,no,,,,4.63,1960's,,,,,,,,,,,
pentax,super takumar zero optik rehoused,35,2.2,prime,full frame,pl,spherical,,,,95,9.5,,,ff,,,no,,,,1.60,1960's,,,,,,,,,,,
pentax,super takumar zero optik rehoused,50,1.7,prime,full frame,pl,spherical,,,,95,1 4,,,ff,,,no,,,,1.54,1960's,,,,,,,,,,,
pentax,super takumar zero optik rehoused,85,2.1,prime,full frame,pl,spherical,,,,95,2 10,,,ff,,,no,,,,2.03,1960's,,,,,,,,,,,
pentax,super takumar zero optik rehoused,105,2.9,prime,full frame,pl,spherical,,,,95,2 8,,,ff,,,no,,,,1.96,1960's,,,,,,,,,,,
pentax,super takumar zero optik rehoused,135,2.6,prime,full frame,pl,spherical,,,,95,4,,,ff,,,no,,,,2.17,1960's,,,,,,,,,,,
p+s technik,technovision classic,35-70,3.4,zoom,full frame,pl,anamorphic,1.5x,front,,114,6,8.26,,37,7,,no,,,,6.83,,,,,cover vv 8k from 40mm and above.,,,,,,,
p+s technik,technovision,40,2.2,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,2 3,6.57,,43,,,no,,,,6.17,2022,,,,,,,,,,,
p+s technik,technovision,50,2.2,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,2 3,7.04,,43,,,no,,,,6.61,2022,,,,,,,,,,,
p+s technik,technovision,75,2.5,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,3 3,10.31,,43,,,no,,,,8.81,2022,,,,,,,,,,,
p+s technik,technovision,100,2.5,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,3 3,10.82,,43,,,no,,,,9.26,2022,,,,,,,,,,,
p+s technik,technovision,135,2.5,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,3 3,17.63,,43,,,no,,,,12.12,2022,,,,,,,,,,,
p+s technik,technovision,150,2.5,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,3 8,17.63,,43,,,no,,,,12.34,2022,,,,,,,,,,,
p+s technik,technovision,200,3.2,prime,full frame,pl/lpl,anamorphic,1.5x,front,,136,4 3,17.63,,43,,,no,,,,11.68,2022,,,,,,,,,,,
p+s technik,evolution,32,2.4,prime,super 35,pl,anamorphic,2x,,,110,2 1,7.04,35mm ok,31.1,8,,no,,,,3.96,2020,,,,"/
similar to kowa anamorphics",,,,,,,
p+s technik,evolution,40,2.4,prime,super 35,pl,anamorphic,2x,,,80,3,5.74,35mm ok,31.1,8,,no,,,,2.42,2020,,,,"/
similar to kowa anamorphics",,,,,,,
p+s technik,evolution,50,2.4,prime,super 35,pl,anamorphic,2x,,,80,3,6.10,35mm ok,31.1,12,,no,,,,2.64,2020,,,,"/
similar to kowa anamorphics",,,,,,,
p+s technik,evolution,75,2.5,prime,super 35,pl,anamorphic,2x,,,80,3,7.99,35mm ok,31.1,12,,no,,,,3.31,2020,,,,"/
similar to kowa anamorphics",,,,,,,
p+s technik,evolution,100,3.2,prime,super 35,pl,anamorphic,2x,,,80,5,8.46,35mm ok,31.1,12,,no,,,,3.51,2020,,,,"/
similar to kowa anamorphics",,,,,,,
p+s technik,evolution,135,3.5,prime,super 35,pl,anamorphic,2x,,,80,5,11.57,35mm ok,31.1,12,,no,,,,4.18,2020,,,,"/
similar to kowa anamorphics",,,,,,,
optika elite,primes,9.6,2,prime,super 35,pl,spherical,,,,156,10,7.25,,,,,no,,,,5.3,,,,,vintage /,,,,,,,
optika elite,primes,12,1.9,prime,super 35,pl,spherical,,,,156,10,4.25,,35.5,10,,no,,,,5.2,,,,,vintage / rectilinear,,,,,,,
optika elite,primes,14,1.9,prime,super 35,pl,spherical,,,,110,10,5.4,,,,,no,,,,4.2,,,,,vintage /,,,,,,,
optika elite,primes,16,1.6,prime,super 35,pl,spherical,,,,110,10,5.9,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
optika elite,primes,18,1.3,prime,super 35,pl,spherical,,,,110,10,6.3,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
optika elite,primes,20,1.3,prime,super 35,pl,spherical,,,,110,10,6.3,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
optika elite,primes,22,1.3,prime,super 35,pl,spherical,,,,110,10,7.25,,,,,no,,,,5.3,,,,,vintage /,,,,,,,
optika elite,primes,24,1.3,prime,super 35,pl,spherical,,,,110,10,7.9,,,,,no,,,,5.5,,,,,vintage /,,,,,,,
optika elite,primes,28,1.3,prime,super 35,pl,spherical,,,,110,20,7.1,,,,,no,,,,4.8,,,,,vintage /,,,,,,,
optika elite,primes,35,1.3,prime,super 35,pl,spherical,,,,110,20,5.9,,,,,no,,,,4.4,,,,,vintage /,,,,,,,
optika elite,primes,50,1.3,prime,super 35,pl,spherical,,,,110,2 4,5.9,,,,,no,,,,4,,,,,vintage /,,,,,,,
optika elite,primes,75,1.3,prime,super 35,pl,spherical,,,,110,3 4,5.9,,,,,no,,,,4.3,,,,,vintage /,,,,,,,
optika elite,primes,100,1.6,prime,super 35,pl,spherical,,,,110,4,5.9,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
optika elite,primes,135,1.9,prime,super 35,pl,spherical,,,,110,5,7.1,,,,,no,,,,4,,,,,vintage /,,,,,,,
optika elite,primes,200,3,prime,super 35,pl,spherical,,,,110,6 7,8.5,,,,,no,,,,6.6,,,,,vintage /,,,,,,,
optika elite,primes,300,3,prime,super 35,pl,spherical,,,,110,10,14,,,,,no,,,,13.9,,,,,vintage /,,,,,,,
optika elite,primes,9.6,2,prime,super 35,pl,spherical,,,,156,10,7.25,,,,,no,,,,5.3,,,,,vintage /,,,,,,,
optika elite,primes,12,1.9,prime,super 35,pl,spherical,,,,156,10,4.25,,35.5,10,,no,,,,5.2,,,,,vintage / rectilinear,,,,,,,
optika elite,primes,14,1.9,prime,super 35,pl,spherical,,,,110,10,5.4,,,,,no,,,,4.2,,,,,vintage /,,,,,,,
optika elite,primes,16,1.6,prime,super 35,pl,spherical,,,,110,10,5.9,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
optika elite,primes,18,1.3,prime,super 35,pl,spherical,,,,110,10,6.3,,,,,no,,,,4.6,,,,,vintage /,,,,,,,
