Manufacturer,Series,Focal Length,T-Stop,Prime / Zoom / Special,Format,Mount,Anamorphic / Spherical,Anamorphic Squeeze Factor,Anamorphic Location,Housing,Front Diameter (mm),Close Focus,Length (in),Film Compatibility,Image Circle (mm),Iris Blade Count,Extender,LDS,i/Data,Support Recommended,Support Post Length (mm),Weight (lbs),Manufacture Year,Expander,Heden Motor Size,Size,Notes,Use Case,Look,Bokeh,Flare,Focus Falloff,Breathing,Focus Scale,Original ESC Name
Canon,HJ40x18B IASD,40,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Canon HJ40x18B IASD
Canon,K-35,18,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,18mm Canon K-35 T2.8  (Doesn't cover Full Frame/Vista Vision)
Canon,K-35,25,T1.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Doesn't cover Full Frame/Vista Vision,,,,,,,,25mm Canon K-35 T1.3 (Doesn't cover Full Frame/Vista Vision)
Canon,L Series,50,T1.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Canon T1.2 L Series
Canon,L-Series,24,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon T1.4 L-Series
Canon,L-Series,35,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Canon T1.4 L-Series
Canon/Century,Tilt Focus Lens,24,T4.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Canon/Century Tilt Focus Lens T4.0
Canon/Century,Tilt Focus Lens,45,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Canon/Century Tilt Focus Lens T2.8
Canon/Century,Tilt Focus Lens,90,T2.8,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm Canon/Century Tilt Focus Lens T2.8
CCI,Swing Shift,120,T4.0,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,120mm CCI Swing Shift Macro T4.0
CCI,Swing Shift,135,T5.6,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,135mm CCI Swing Shift Macro T5.6
CCI,Swing Shift,150,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm CCI Swing Shift
CCI,Swing Shift,18,T3.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm CCI Swing Shift T3.8
CCI,Swing Shift,24,T3.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm CCI Swing Shift T3.8
CCI,Swing Shift,28,T3.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28mm CCI Swing Shift T3.8
CCI,Swing Shift,50,T4.0,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm CCI Swing Shift T4.0
CCI,Swing Shift,60,T3.5,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,60mm CCI Swing Shift T3.5
CCI,Swing Shift,80,T2.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,80mm CCI Swing Shift T2.8
CCI,Swing Shift,110,T2.4,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,110mm CCI Swing Shift T2.4
Century,,150-600,T5.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150-600mm Canon Century T5.6
Century,,3.5,T1.8,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,3.5mm Century T1.8 (16mm Format)
Century,,6,T1.9,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm Century T1.9
Century,,6,1.9,Prime,,PL,,,,Original Housing,,,,,,,,,,,,,,,,,,,,,,,,,6mm Century T1.9
Century,Swing Shift,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,w/Lens Cover,,,,,,,,Century Swing Shift System w/Lens Cover
Century,Compact Zoom Lens,17-35,T3,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,17-35mm Century Compact T3 Zoom Lens
Century,Wide Angle,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wide Angle Century/Kinoptik - Special FX
Century,Compact Zoom,28-70,T3.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,28-70mm Century Compact Zoom T3.0
Century,Double Asphere Attachment,4.5,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century 4.5mm Double Asphere Attachment
Century,Low Angle Prism (1st Gen),1,,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,1st Gen,,,,,,,,Century Low Angle Prism (1st Gen)
Century,S 2000 MK II Periscope,2000,T4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century S 2000 MK II Periscope T4
Century,Super Wide Low Angle Prism,,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Super Wide Low Angle Prism
Century,Swing Shift,18,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Century Swing Shift
Century,Swing Shift,24,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,24mm Century Swing Shift
Century,Swing Shift,35,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Century Swing Shift
Century,Swing Shift,45,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,45mm Century Swing Shift
Century,Swing Shift,55,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,55mm Century Swing Shift
Century,Swing Shift,75,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Century Swing Shift
Century,Swing Shift,90,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,90mm Century Swing Shift
Century,Swing Shift,150,,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,150mm Century Swing Shift
Century,Swing Shift,20,T2.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Century Swing Shift T2.8
Century,Swing Shift,20,T3.2,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20mm Century Swing Shift T3.2
Century,Swing Shift,105,T2.4,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,105mm Century Swing Shift T2.4
Century,Baby Periscope,5.6,T5.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,Century Baby Periscope T5.6
Century,Swing Shift,14,T2.8,Special,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,14mm Swing Shift T2.8
Century / Kinoptik,,9.8,T2.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8mm Century / Kinoptik T2.3
Cineovision,Anamorphic Prime,35,T1.4,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35mm Cineovision Anamorphic Prime T1.4
Cineovision,Anamorphic Prime,50,T1.4,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cineovision Anamorphic Prime T1.4
Cineovision,Anamorphic Prime,85,T1.4,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,85mm Cineovision Anamorphic Prime T1.4
Clairmont,,1000,T4.5,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000mm Clairmont T4.5 Lens
Cooke,,20-100,T3.1,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-100mm Cooke T3.1
Cooke,,20-100,T3.1,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-100mm Cooke T3.1
Cooke,,10-30,T1.6,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-30mm Cooke Zoom T1.6
Cooke,Special Flare,85,T2.8,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,85mm Cooke Anamorphic SF FF 1.8x Macro Lens T2.8
Cooke,Special Flare,40,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,50,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,75,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,32,T2.3,Prime,FF,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic SF FF 1.8 Lens T2.3
Cooke,Special Flare,100,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,135,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,180,T2.3,Prime,FF,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic SF FF 1.8x Lens T2.3
Cooke,Special Flare,65,T2.6,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,65mm Cooke Macro Anamorphic SF T2.6
Cooke,Macro,85,T2.8,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,85mm Cooke Anamorphic 1.8x Macro Lens T2.8
Cooke,Special Flare,25,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,32,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,40,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,50,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,75,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,100,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,135,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic SF T2.3
Cooke,Special Flare,180,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic SF T2.8
Cooke,Special Flare,300,T3.5,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Cooke Anamorphic SF T3.5
Cooke,Macro,65,T2.6,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,65mm Cooke Macro Anamorphic Lens T2.6
Cooke,Special Flare,35-140,T3.1,Zoom,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,35-140mm Cooke Anamorphic SF Zoom T3.1
Cooke,S4,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke S4 T2.0 - Special FX
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke S4 T2.0 - Special FX
Cooke,S4,21,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,21mm Cooke S4 T2.0 - NO i/ Data
Cooke,S4,12,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,12mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,14mm Cooke S4 T2.0  - NO i/Data
Cooke,S4,16,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,16mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,18mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,25mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,27mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,32mm Cooke S4 T2.0 - NO i/data
Cooke,S4,35,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,35mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,40mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,50mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,65mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,75,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,75mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,100mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,135,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,135mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,150,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,150mm Cooke S4 T2.0 - NO i/Data
Cooke,S4,180,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,180mm Cooke S4 T2.0 - NO i/Data
Cooke,Varotal,25-250,T3.9,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Cooke Cinetal Varotal MKI T3.9
Cooke,Anamorphic,32,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,40,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,50,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,75,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,100,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,135,T2.3,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic 1.8x Lens T2.3
Cooke,Anamorphic,180,T2.9,Prime,,,Anamorphic,1.8x,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic 1.8x Lens T2.9
Cooke,Panchro/I,18,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,25,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,32,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,40,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,50,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,75,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,75,T2.2,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm COOKE PANCHRO/I CLASSIC T2.2
Cooke,Panchro/I,100,T2.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm COOKE PANCHRO/I CLASSIC T2.6
Cooke,Panchro/I,100,T2.6,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm COOKE PANCHRO/I CLASSIC T2.6
Cooke,S4/I,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,14mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,16,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,16mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,18,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,18mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,21,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,21mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,25mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,27mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,32mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,35,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,35mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,40mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,50,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,50mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,65,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,65mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,75,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,75mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,100mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,135,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,135mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,150,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,150mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,180,T2.0,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,180mm Cooke S4/i T2.0 - i/Data
Cooke,S4/I,300,T2.8,Prime,,,Spherical,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,300mm Cooke S4/i T2.8 - i/Data
Cooke,Anamorphic,25,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke Anamorphic Lens T2.3
Cooke,Anamorphic,32,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Anamorphic Lens T2.3
Cooke,Anamorphic,40,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Anamorphic Lens  T2.3
Cooke,Anamorphic,50,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Anamorphic Lens  T2.3
Cooke,Anamorphic,75,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Anamorphic Lens  T2.3
Cooke,Anamorphic,100,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Anamorphic Lens  T2.3
Cooke,Anamorphic,135,T2.3,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke Anamorphic Lens T2.3
Cooke,Anamorphic,180,T2.8,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke Anamorphic Lens T2.8
Cooke,Anamorphic,300,T3.5,Prime,,,Anamorphic,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Cooke Anamorphic Lens T3.5
Cooke,5i,100,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke S7 T2.0
Cooke,5i,135,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke S7 T2.0
Cooke,5i,180,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,180mm Cooke S7 T2.0
Cooke,5i,300,T3.3,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,300mm Cooke S7 T3.3
Cooke,5i,100,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke S8 T1.4
Cooke,5i,135,T1.4,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,135mm Cooke S8 T1.4
Cooke,Speed Panchro,18,T2.2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,18mm Cooke Speed Panchro T2.2  TLS
Cooke,Speed Panchro,25,T2.2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,25mm Cooke Speed Panchro T2.2 TLS
Cooke,Speed Panchro,32,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,32mm Cooke Speed Panchro T2.3 TLS
Cooke,Speed Panchro,40,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,40mm Cooke Speed Panchro T2.3 TLS
Cooke,Speed Panchro,50,T2.3,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,50mm Cooke Speed Panchro T2.3 TLS
Cooke,Speed Panchro,75,T2.2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,75mm Cooke Speed Panchro T2.2 TLS
Cooke,Telepanchro,152,T3.2,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,152mm Cooke Telepanchro T3.2 TLS
Cooke,Speed Panchro,100,T2.8,Prime,,,Spherical,,,Tls,,,,,,,,,,,,,,,,,,,,,,,,,100mm Cooke Speed Panchro T2.8 TLS
Cooke,Macro,60,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,60mm Cooke Macro FF T2.5
Cooke,Macro,90,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,90mm Cooke Macro FF T2.5
Cooke,Macro,150,T2.5,Prime,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,Macro,,,,,,,150mm Cooke Macro FF T2.5
Cooke,Varotal,19-40,T2.9,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,19-40mm Cooke Varotal FF Zoom T2.9
Cooke,Varotal,30-95,T2.9,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-95mm Cooke Varotal FF Zoom T2.9
Cooke,Varotal,85-215,T2.9,Zoom,FF,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,85-215mm Cooke Varotal FF Zoom T2.9
Cooke,Cinetal MKII,25-250,T3.7,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-250mm Cooke Cinetal MKIII T3.7
Cooke,S4/I,12,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm Cooke S4/i T2.0
Cooke,Sk4,9.5,T2.0,Prime,16MM,,Spherical,,,,,,,,,,,,,,,,,,,,16mm Format,,,,,,,,9.5mm Cooke SK4 T2.0 (16mm Format)
Cooke,Sk4,6,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,6mm Cooke SK4 T2.0
Cooke,Sk4,12,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,12mm Cooke SK4 T2.0
Cooke,Sp3,18,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,18mm Cooke SP3 T2.4 (E-Mount)
Cooke,Sp3,25,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,25mm Cooke SP3 T2.4 (E-Mount)
Cooke,Sp3,32,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,32mm Cooke SP3 T2.4 (E-Mount)
Cooke,Sp3,50,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,50mm Cooke SP3 T2.4 (E-Mount)
Cooke,Sp3,75,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,75mm Cooke SP3 T2.4 (E-Mount)
Cooke,Sp3,100,T2.4,Prime,,E-MOUNT,Spherical,,,,,,,,,,,,,,,,,,,,E-Mount,,,,,,,,100mm Cooke SP3 T2.4 (E-Mount)
Cooke,Varotal,18-100,T3.0,Zoom,,,Spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-100mm Cooke Varotal T3.0
Cooke,S4,14,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,14mm Cooke S4 T2.0 - Kooky Cooke
Cooke,S4,16,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,16mm Cooke S4 T2.0 - Kooky Cooke
Cooke,S4,25,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,25mm Cooke S4 T2.0 - Kooky Cooke
Cooke,S4,27,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,27mm Cooke S4 T2.0 - Kooky Cooke
Cooke,S4,32,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,32mm Cooke S4 T2.0 - Kooky Cooke
Cooke,S4,40,T2.0,Prime,,,Spherical,,,,,,,,,,,,,,,,,,,,Kooky Cooke,,,,,,,,40mm Cooke S4 T2.0 - Kooky Cooke
